combo,phase,source,freshness,other_state,horizon,triggers,same_second,eligible,censored,followed,follow_pct
La Liga 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,273592,5509,273128,464,80590,29.506312058814913
La Liga 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,273592,5509,272608,984,113848,41.76253081347576
La Liga 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,273592,5509,268477,5115,190180,70.83660797759212
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,1,58662,766,58658,4,706,1.2035868935183607
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,5,58662,766,58636,26,12159,20.73640766764445
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,10,58662,766,58615,47,13775,23.500810372771475
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,30,58662,766,58530,132,17808,30.42542286007176
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,60,58662,766,58397,265,22079,37.80844906416426
Ligue 1 2025/26,pre_24h_to_1h,KALSHI,60,all,300,58662,766,57491,1171,35913,62.46716877424293
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,1,95676,766,95668,8,701,0.7327424008027763
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,5,95676,766,95644,32,3021,3.1585880975283342
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,10,95676,766,95612,64,5535,5.789022298456261
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,95676,766,95497,179,12854,13.460108694513965
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,95676,766,95331,345,20216,21.206113436342847
Ligue 1 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,95676,766,94259,1417,43201,45.832228222238726
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,1,527088,10654,527060,28,10705,2.03107805562934
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,5,527088,10654,526943,145,101615,19.283869412820742
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,10,527088,10654,526817,271,129654,24.610823113149348
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,30,527088,10654,526233,855,201060,38.20741002559703
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,60,527088,10654,525412,1676,261985,49.86277435612433
Premier League 2025/26,pre_24h_to_1h,KALSHI,60,all,300,527088,10654,518718,8370,407255,78.51183109126731
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,1,423240,10654,423216,24,10561,2.4954160523231637
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,5,423240,10654,423138,102,45688,10.797423062925098
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,10,423240,10654,423038,202,79655,18.829277748098278
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,423240,10654,422564,676,161705,38.267576035819424
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,423240,10654,421902,1338,224325,53.169930457784034
Premier League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,423240,10654,416344,6896,348386,83.67743980938839
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,1,147539,1724,147524,15,1785,1.2099726146254168
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,5,147539,1724,147488,51,29325,19.882973530049902
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,10,147539,1724,147440,99,34058,23.099565925122082
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,30,147539,1724,147247,292,46833,31.805741373338677
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,60,147539,1724,146963,576,59523,40.50203112348006
Serie A 2025/26,pre_24h_to_1h,KALSHI,60,all,300,147539,1724,144786,2753,98547,68.0639012059177
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,1,184010,1724,183997,13,1906,1.0358864546704565
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,5,184010,1724,183953,57,8271,4.49625719613162
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,10,184010,1724,183903,107,15296,8.317428209436496
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,184010,1724,183665,345,35578,19.371137669125854
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,184010,1724,183344,666,54708,29.838991185967362
Serie A 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,184010,1724,180986,3024,108714,60.06762954040644
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,1,468784,17418,468753,31,17432,3.718802866328322
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,5,468784,17418,468660,124,101529,21.663679426449878
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,10,468784,17418,468537,247,144800,30.904709766784695
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,30,468784,17418,468024,760,235799,50.381818026426
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,60,468784,17418,467187,1597,297169,63.60814834316879
UEFA Champions League 2025/26,pre_24h_to_1h,KALSHI,60,all,300,468784,17418,460961,7823,404518,87.75536325198878
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,1,363199,17418,363183,16,17400,4.790973145769488
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,5,363199,17418,363125,74,65939,18.158760757314973
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,10,363199,17418,363048,151,103838,28.601727595249113
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,363199,17418,362714,485,179552,49.50236274309787
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,363199,17418,362243,956,228869,63.18106906137593
UEFA Champions League 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,363199,17418,358546,4653,312712,87.21670301718608
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,1,11687,52,11684,3,63,0.5391989044847655
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,5,11687,52,11682,5,760,6.505735319294641
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,10,11687,52,11680,7,927,7.936643835616438
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,30,11687,52,11668,19,1412,12.101474117243743
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,60,11687,52,11645,42,2084,17.89609274366681
UEFA Champions League 2026/27,pre_24h_to_1h,KALSHI,60,all,300,11687,52,11466,221,4752,41.444270015698585
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,1,18075,52,18074,1,59,0.32643576408100033
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,5,18075,52,18071,4,258,1.427701842731448
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,10,18075,52,18067,8,488,2.701057176066862
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,30,18075,52,18052,23,1252,6.93551961001551
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,60,18075,52,18013,62,2244,12.457669460944873
UEFA Champions League 2026/27,pre_24h_to_1h,POLYMARKET,60,all,300,18075,52,17702,373,5948,33.60072308213761
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,1,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,5,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,10,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,30,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,60,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,KALSHI,60,all,300,0,0,0,0,0,
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,1,923,0,923,0,0,0.0
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,5,923,0,922,1,0,0.0
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,10,923,0,922,1,0,0.0
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,30,923,0,922,1,0,0.0
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,60,923,0,922,1,0,0.0
UEFA Champions League Women 2025/26,pre_24h_to_1h,POLYMARKET,60,all,300,923,0,901,22,0,0.0
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,1,686,17,686,0,27,3.935860058309038
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,5,686,17,686,0,385,56.12244897959184
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,10,686,17,686,0,389,56.70553935860058
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,30,686,17,686,0,392,57.142857142857146
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,60,686,17,685,1,402,58.68613138686131
UEFA Champions League Women 2026/27,pre_24h_to_1h,KALSHI,60,all,300,686,17,676,10,427,63.16568047337278
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,1,1140,17,1140,0,14,1.2280701754385965
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,5,1140,17,1140,0,90,7.894736842105263
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,10,1140,17,1140,0,132,11.578947368421053
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,30,1140,17,1140,0,213,18.68421052631579
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,60,1140,17,1140,0,268,23.50877192982456
UEFA Champions League Women 2026/27,pre_24h_to_1h,POLYMARKET,60,all,300,1140,17,1130,10,376,33.27433628318584
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,1,3815826,424366,3815631,195,423440,11.097509166897952
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,5,3815826,424366,3814890,936,1464902,38.39958688192844
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,10,3815826,424366,3813940,1886,2101703,55.1058223254692
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,30,3815826,424366,3810232,5594,3043321,79.87232798422774
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,60,3815826,424366,3804736,11090,3433493,90.2426081599354
World Cup 2026/27,pre_24h_to_1h,KALSHI,60,all,300,3815826,424366,3761881,53945,3720124,98.88999678618224
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,1,1423441,424366,1423360,81,423603,29.76077731564748
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,5,1423441,424366,1423103,338,860253,60.44910312184009
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,10,1423441,424366,1422824,617,1037359,72.9084552973523
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,30,1423441,424366,1421596,1845,1244523,87.54407018590373
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,60,1423441,424366,1419782,3659,1323191,93.19677246225125
World Cup 2026/27,pre_24h_to_1h,POLYMARKET,60,all,300,1423441,424366,1406453,16988,1382927,98.32728146621324
