cell,fixture_rank,fixtures_pct,observations,cumulative_pct
Premier League 2025/26 | post_0_to_105m  F=60s,299,88.20058997050147,994,98.11244064811336
Premier League 2025/26 | post_0_to_105m  F=60s,300,88.49557522123894,991,98.18872822224549
Premier League 2025/26 | post_0_to_105m  F=60s,301,88.7905604719764,991,98.26501579637761
Premier League 2025/26 | post_0_to_105m  F=60s,302,89.08554572271386,956,98.33860905658983
Premier League 2025/26 | post_0_to_105m  F=60s,303,89.38053097345133,954,98.41204835600662
Premier League 2025/26 | post_0_to_105m  F=60s,304,89.6755162241888,951,98.48525671423029
Premier League 2025/26 | post_0_to_105m  F=60s,305,89.97050147492625,929,98.5567715037043
Premier League 2025/26 | post_0_to_105m  F=60s,306,90.26548672566372,898,98.62589990084925
Premier League 2025/26 | post_0_to_105m  F=60s,307,90.56047197640117,841,98.69064041532464
Premier League 2025/26 | post_0_to_105m  F=60s,308,90.85545722713864,836,98.75499602781147
Premier League 2025/26 | post_0_to_105m  F=60s,309,91.15044247787611,835,98.8192746599006
Premier League 2025/26 | post_0_to_105m  F=60s,310,91.44542772861357,831,98.88324537039888
Premier League 2025/26 | post_0_to_105m  F=60s,311,91.74041297935104,807,98.94536855135209
Premier League 2025/26 | post_0_to_105m  F=60s,312,92.03539823008849,800,99.0069528695213
Premier League 2025/26 | post_0_to_105m  F=60s,313,92.33038348082596,796,99.06822926609968
Premier League 2025/26 | post_0_to_105m  F=60s,314,92.62536873156343,792,99.12919774108721
Premier League 2025/26 | post_0_to_105m  F=60s,315,92.92035398230088,777,99.18901151010907
Premier League 2025/26 | post_0_to_105m  F=60s,316,93.21533923303835,755,99.24713171038127
Premier League 2025/26 | post_0_to_105m  F=60s,317,93.51032448377582,742,99.30425116548322
Premier League 2025/26 | post_0_to_105m  F=60s,318,93.80530973451327,739,99.36113967939204
Premier League 2025/26 | post_0_to_105m  F=60s,319,94.10029498525074,605,99.40771282000752
Premier League 2025/26 | post_0_to_105m  F=60s,320,94.3952802359882,589,99.4530542742596
Premier League 2025/26 | post_0_to_105m  F=60s,321,94.69026548672566,573,99.49716404214831
Premier League 2025/26 | post_0_to_105m  F=60s,322,94.98525073746313,544,99.53904137850338
Premier League 2025/26 | post_0_to_105m  F=60s,323,95.28023598820059,524,99.57937910690421
Premier League 2025/26 | post_0_to_105m  F=60s,324,95.57522123893806,513,99.61887005093023
Premier League 2025/26 | post_0_to_105m  F=60s,325,95.87020648967551,479,99.65574366143406
Premier League 2025/26 | post_0_to_105m  F=60s,326,96.16519174041298,478,99.69254029154017
Premier League 2025/26 | post_0_to_105m  F=60s,327,96.46017699115045,473,99.72895201965771
Premier League 2025/26 | post_0_to_105m  F=60s,328,96.7551622418879,440,99.76282339465078
Premier League 2025/26 | post_0_to_105m  F=60s,329,97.05014749262537,391,99.792922730156
Premier League 2025/26 | post_0_to_105m  F=60s,330,97.34513274336283,379,99.82209830088865
Premier League 2025/26 | post_0_to_105m  F=60s,331,97.6401179941003,372,99.85073500883735
Premier League 2025/26 | post_0_to_105m  F=60s,332,97.93510324483776,368,99.8790637951952
Premier League 2025/26 | post_0_to_105m  F=60s,333,98.23008849557522,252,99.8984628554185
Premier League 2025/26 | post_0_to_105m  F=60s,334,98.52507374631269,232,99.91632230768757
Premier League 2025/26 | post_0_to_105m  F=60s,335,98.82005899705015,232,99.93418175995664
Premier League 2025/26 | post_0_to_105m  F=60s,336,99.11504424778761,228,99.95173329063488
Premier League 2025/26 | post_0_to_105m  F=60s,337,99.41002949852508,223,99.96889991932454
Premier League 2025/26 | post_0_to_105m  F=60s,338,99.70501474926253,203,99.98452694005998
Premier League 2025/26 | post_0_to_105m  F=60s,339,100.0,201,100.0
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,1,0.5291005291005291,23562,3.0672778137216485
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,2,1.0582010582010581,20140,5.689083058113211
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,3,1.5873015873015872,19810,8.267929229483462
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,4,2.1164021164021163,18301,10.65033527603808
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,5,2.6455026455026456,16927,12.853875364013055
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,6,3.1746031746031744,16738,15.032811619257641
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,7,3.7037037037037037,15733,17.080917970300963
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,8,4.232804232804233,14708,18.995590836959902
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,9,4.761904761904762,13580,20.763421781291452
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,10,5.291005291005291,13228,22.485429714400272
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,11,5.8201058201058204,13179,24.201058876060472
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,12,6.349206349206349,13039,25.8984629764389
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,13,6.878306878306878,13034,27.595216181771555
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,14,7.407407407407407,12721,29.251223357238537
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,15,7.936507936507937,11879,30.7976198069966
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,16,8.465608465608465,11667,32.3164183068137
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,17,8.994708994708995,11593,33.825583559953294
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,18,9.523809523809524,11190,35.282286672403224
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,19,10.052910052910052,11053,36.72115526059885
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,20,10.582010582010582,11020,38.155727941492344
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,21,11.11111111111111,10991,39.586525431120336
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,22,11.640211640211641,10726,40.98282548332212
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,23,12.16931216931217,10672,42.3720958690295
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,24,12.698412698412698,10441,43.73129490362197
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,25,13.227513227513228,10030,45.03699036545153
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,26,13.756613756613756,9796,46.31222393913871
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,27,14.285714285714286,8950,47.47732607108034
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,28,14.814814814814815,8623,48.59985966702813
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,29,15.343915343915343,8377,49.69036922672367
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,30,15.873015873015873,8352,50.777624311190316
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,31,16.402116402116402,8281,51.855636686006925
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,32,16.93121693121693,7987,52.895376432131826
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,33,17.46031746031746,7806,53.91155377759958
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,34,17.98941798941799,7724,54.91705644431658
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,35,18.51851851851852,7580,55.90381333371519
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,36,19.047619047619047,7539,56.88523288373843
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,37,19.576719576719576,7480,57.85897187222149
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,38,20.105820105820104,6875,58.75395256016548
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,39,20.634920634920636,6639,59.61821100194878
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,40,21.164021164021165,6508,60.46541599353271
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,41,21.693121693121693,6501,61.31170973205255
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,42,22.22222222222222,6354,62.138867156226524
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,43,22.75132275132275,6322,62.96185885210753
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,44,23.280423280423282,6267,63.77769070248499
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,45,23.80952380952381,6200,64.58480055924902
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,46,24.33862433862434,5683,65.32460786827967
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,47,24.867724867724867,5491,66.03942080755246
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,48,25.396825396825395,5219,66.71882505633496
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,49,25.925925925925927,5169,67.3917203546597
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,50,26.455026455026456,5136,68.06031974568229
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,51,26.984126984126984,5063,68.71941606903653
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,52,27.513227513227513,5056,69.37760113932669
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,53,28.04232804232804,5038,70.03344298745205
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,54,28.571428571428573,4508,70.62028996072499
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,55,29.1005291005291,4428,71.19672261326551
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,56,29.62962962962963,4237,71.74829107505731
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,57,30.158730158730158,4151,72.28866414206175
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,58,30.687830687830687,4103,72.82278861662672
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,59,31.21693121693122,4072,73.35287754190787
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,60,31.746031746031747,3987,73.87190125141082
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,61,32.27513227513227,3981,74.39014388685882
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,62,32.804232804232804,3951,74.90448115203216
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,63,33.333333333333336,3856,75.40645141133572
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,64,33.86243386243386,3818,75.90347486829138
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,65,34.39153439153439,3702,76.38539756018501
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,66,34.92063492063492,3682,76.86471667189552
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,67,35.44973544973545,3648,77.33960969729475
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,68,35.97883597883598,3636,77.8129405745841
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,69,36.507936507936506,3565,78.27702874222344
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,70,37.03703703703704,3446,78.72562560777325
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,71,37.56613756613756,3139,79.13425751751232
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,72,38.095238095238095,3138,79.54275924824226
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,73,38.62433862433863,3104,79.9468348926609
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,74,39.15343915343915,2990,80.33607013003581
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,75,39.682539682539684,2962,80.72166035515437
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,76,40.21164021164021,2926,81.10256413594334
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,77,40.74074074074074,2915,81.48203594763159
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,78,41.26984126984127,2808,81.8475786053402
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,79,41.7989417989418,2783,82.20986678781993
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,80,42.32804232804233,2748,82.56759870497922
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,81,42.857142857142854,2747,82.92520044312934
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,82,43.386243386243386,2702,83.27694412586749
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,83,43.91534391534392,2654,83.62243921616616
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,84,44.44444444444444,2545,83.95374479446687
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,85,44.973544973544975,2526,84.28257697159364
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,86,45.5026455026455,2420,84.59761017374993
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,87,46.03174603174603,2405,84.91069069076887
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,88,46.560846560846564,2392,85.2220788806688
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,89,47.08994708994709,2370,85.53060313236732
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,90,47.61904761904762,2285,85.82806216828762
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,91,48.148148148148145,2277,86.12447977213466
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,92,48.67724867724868,2267,86.41959558589016
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,93,49.20634920634921,2146,86.69895973953784
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,94,49.735449735449734,2130,86.97624102903903
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,95,50.264550264550266,2099,87.24948676925641
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,96,50.79365079365079,2048,87.51609338000685
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,97,51.32275132275132,2028,87.78009641057417
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,98,51.851851851851855,1995,88.03980353383939
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,99,52.38095238095238,1990,88.29885976205881
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,100,52.91005291005291,1966,88.5547916940585
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,101,53.439153439153436,1933,88.80642771875605
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,102,53.96825396825397,1910,89.05506962624305
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,103,54.4973544973545,1894,89.30162866958355
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,104,55.026455026455025,1885,89.54701610184165
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,105,55.55555555555556,1821,89.78407207751378
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,106,56.08465608465608,1770,90.014488923719
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,107,56.613756613756614,1760,90.24360397983267
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,108,57.142857142857146,1758,90.47245867792802
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,109,57.67195767195767,1744,90.69949086989519
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,110,58.2010582010582,1692,90.91975375338629
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,111,58.73015873015873,1686,91.13923556282244
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,112,59.25925925925926,1664,91.35585343405717
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,113,59.78835978835979,1536,91.55580839212
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,114,60.317460317460316,1516,91.75315976999973
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,115,60.84656084656085,1507,91.94933953679705
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,116,61.37566137566137,1492,92.14356661845704
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,117,61.904761904761905,1459,92.3334977928149
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,118,62.43386243386244,1438,92.5206952079805
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,119,62.96296296296296,1432,92.70711154909115
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,120,63.492063492063494,1430,92.8932675321835
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,121,64.02116402116403,1402,93.0757785030195
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,122,64.55026455026454,1319,93.24748461609559
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,123,65.07936507936508,1271,93.41294213673223
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,124,65.60846560846561,1263,93.5773582252956
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,125,66.13756613756614,1212,93.73513518439206
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,126,66.66666666666667,1208,93.89239142745188
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,127,67.19576719576719,1203,94.04899677546594
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,128,67.72486772486772,1198,94.20495122843423
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,129,68.25396825396825,1165,94.35660977410036
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,130,68.78306878306879,1150,94.50631563462917
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,131,69.31216931216932,1132,94.65367827299319
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,132,69.84126984126983,1132,94.8010409113572
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,133,70.37037037037037,1129,94.94801301269375
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,134,70.8994708994709,1122,95.09407386096622
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,135,71.42857142857143,1103,95.23766130806472
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,136,71.95767195767196,1070,95.37695284786109
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,137,72.48677248677248,1066,95.51572367162085
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,138,73.01587301587301,1066,95.6544944953806
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,139,73.54497354497354,1053,95.79157299202133
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,140,74.07407407407408,1052,95.92852130965291
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,141,74.60317460317461,1022,96.06156425700982
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,142,75.13227513227513,1009,96.1929148772477
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,143,75.66137566137566,985,96.32114120126586
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,144,76.19047619047619,953,96.44520179699104
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,145,76.71957671957672,951,96.56900203469792
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,146,77.24867724867725,950,96.69267209339563
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,147,77.77777777777777,908,96.8108746337088
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,148,78.3068783068783,895,96.92738484690298
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,149,78.83597883597884,876,97.04142165892318
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,150,79.36507936507937,872,97.15493775490677
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,151,79.8941798941799,841,97.26441830160654
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,152,80.42328042328042,839,97.373638490288
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,153,80.95238095238095,838,97.4827284999603
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,154,81.48148148148148,822,97.5897356454861
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,155,82.01058201058201,818,97.6962220749753
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,156,82.53968253968254,807,97.80127653536378
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,157,83.06878306878306,787,97.90372741556915
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,158,83.5978835978836,784,98.00578775874705
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,159,84.12698412698413,761,98.10485398471438
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,160,84.65608465608466,736,98.20066573545282
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,161,85.18518518518519,696,98.29127032582504
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,162,85.71428571428571,674,98.37901097799585
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,163,86.24338624338624,669,98.46610073512086
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,164,86.77248677248677,664,98.55253959720011
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,165,87.3015873015873,659,98.63832756423358
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,166,87.83068783068784,659,98.72411553126705
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,167,88.35978835978835,650,98.80873188721812
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,168,88.88888888888889,647,98.89295770614171
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,169,89.41798941798942,642,98.97653263001953
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,170,89.94708994708995,629,99.05841522677834
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,171,90.47619047619048,603,99.1369131692991
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,172,91.005291005291,561,99.20994359343533
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,173,91.53439153439153,553,99.28193258549832
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,174,92.06349206349206,450,99.3405131396183
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,175,92.5925925925926,450,99.39909369373827
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,176,93.12169312169313,440,99.45637245776668
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,177,93.65079365079364,427,99.51195889467607
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,178,94.17989417989418,422,99.56689443653968
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,179,94.70899470899471,406,99.61974711425681
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,180,95.23809523809524,380,99.6692151377359
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,181,95.76719576719577,368,99.71712101310511
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,182,96.29629629629629,363,99.76437599342856
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,183,96.82539682539682,354,99.8104593626696
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,184,97.35449735449735,300,99.84951306541626
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,185,97.88359788359789,273,99.88505193491571
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,186,98.41269841269842,260,99.91889847729612
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,187,98.94179894179894,258,99.95248466165825
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,188,99.47089947089947,200,99.97852046348935
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,189,100.0,165,100.0
World Cup 2026/27 | post_0_to_105m  F=5s,1,0.9615384615384616,27541,1.4982616117858967
World Cup 2026/27 | post_0_to_105m  F=5s,2,1.9230769230769231,27505,2.994564782773555
World Cup 2026/27 | post_0_to_105m  F=5s,3,2.8846153846153846,27163,4.472262766177945
World Cup 2026/27 | post_0_to_105m  F=5s,4,3.8461538461538463,27088,5.945880664586005
World Cup 2026/27 | post_0_to_105m  F=5s,5,4.8076923076923075,26721,7.399533347078687
World Cup 2026/27 | post_0_to_105m  F=5s,6,5.769230769230769,26498,8.841054576848945
World Cup 2026/27 | post_0_to_105m  F=5s,7,6.730769230769231,26460,10.280508563554395
World Cup 2026/27 | post_0_to_105m  F=5s,8,7.6923076923076925,26356,11.714304832398268
World Cup 2026/27 | post_0_to_105m  F=5s,9,8.653846153846153,25881,13.122260562932047
World Cup 2026/27 | post_0_to_105m  F=5s,10,9.615384615384615,25537,14.51150230361599
World Cup 2026/27 | post_0_to_105m  F=5s,11,10.576923076923077,25465,15.896827162703454
World Cup 2026/27 | post_0_to_105m  F=5s,12,11.538461538461538,25386,17.277854332261448
World Cup 2026/27 | post_0_to_105m  F=5s,13,12.5,24820,18.62809046038047
World Cup 2026/27 | post_0_to_105m  F=5s,14,13.461538461538462,24113,19.939864987267416
World Cup 2026/27 | post_0_to_105m  F=5s,15,14.423076923076923,23665,21.227267806442942
World Cup 2026/27 | post_0_to_105m  F=5s,16,15.384615384615385,23650,22.513854608619205
World Cup 2026/27 | post_0_to_105m  F=5s,17,16.346153846153847,23371,23.78526349460912
World Cup 2026/27 | post_0_to_105m  F=5s,18,17.307692307692307,23361,25.05612836926619
World Cup 2026/27 | post_0_to_105m  F=5s,19,18.26923076923077,23295,26.323402769126485
World Cup 2026/27 | post_0_to_105m  F=5s,20,19.23076923076923,22877,27.567937495273902
World Cup 2026/27 | post_0_to_105m  F=5s,21,20.192307692307693,22793,28.807902526225426
World Cup 2026/27 | post_0_to_105m  F=5s,22,21.153846153846153,22680,30.041720229115814
World Cup 2026/27 | post_0_to_105m  F=5s,23,22.115384615384617,22614,31.27194745720943
World Cup 2026/27 | post_0_to_105m  F=5s,24,23.076923076923077,22422,32.49172966771244
World Cup 2026/27 | post_0_to_105m  F=5s,25,24.03846153846154,22194,33.6991084198266
World Cup 2026/27 | post_0_to_105m  F=5s,26,25.0,22055,34.89892541441424
World Cup 2026/27 | post_0_to_105m  F=5s,27,25.96153846153846,22038,36.09781758973603
World Cup 2026/27 | post_0_to_105m  F=5s,28,26.923076923076923,22030,37.29627455599155
World Cup 2026/27 | post_0_to_105m  F=5s,29,27.884615384615383,22007,38.49348029618153
World Cup 2026/27 | post_0_to_105m  F=5s,30,28.846153846153847,21918,39.685844335509195
World Cup 2026/27 | post_0_to_105m  F=5s,31,29.807692307692307,21774,40.87037461164391
World Cup 2026/27 | post_0_to_105m  F=5s,32,30.76923076923077,21575,42.04407906225502
World Cup 2026/27 | post_0_to_105m  F=5s,33,31.73076923076923,21466,43.21185378933814
World Cup 2026/27 | post_0_to_105m  F=5s,34,32.69230769230769,21379,44.37489561782551
World Cup 2026/27 | post_0_to_105m  F=5s,35,33.65384615384615,21337,45.53565259871494
World Cup 2026/27 | post_0_to_105m  F=5s,36,34.61538461538461,21336,46.69635517847108
World Cup 2026/27 | post_0_to_105m  F=5s,37,35.57692307692308,21158,47.84737435650259
World Cup 2026/27 | post_0_to_105m  F=5s,38,36.53846153846154,21070,48.993606234805085
World Cup 2026/27 | post_0_to_105m  F=5s,39,37.5,20954,50.13352758164658
World Cup 2026/27 | post_0_to_105m  F=5s,40,38.46153846153846,20661,51.257509396435744
World Cup 2026/27 | post_0_to_105m  F=5s,41,39.42307692307692,20102,52.35108097771893
World Cup 2026/27 | post_0_to_105m  F=5s,42,40.38461538461539,20038,53.44117088647191
World Cup 2026/27 | post_0_to_105m  F=5s,43,41.34615384615385,19709,54.51336282237432
World Cup 2026/27 | post_0_to_105m  F=5s,44,42.30769230769231,19665,55.58316110841221
World Cup 2026/27 | post_0_to_105m  F=5s,45,43.26923076923077,19482,56.64300398705906
World Cup 2026/27 | post_0_to_105m  F=5s,46,44.23076923076923,19156,57.68511209625519
World Cup 2026/27 | post_0_to_105m  F=5s,47,45.19230769230769,19107,58.724554549920384
World Cup 2026/27 | post_0_to_105m  F=5s,48,46.15384615384615,18532,59.73271635194704
World Cup 2026/27 | post_0_to_105m  F=5s,49,47.11538461538461,18511,60.73973573017473
World Cup 2026/27 | post_0_to_105m  F=5s,50,48.07692307692308,18182,61.72885713555185
World Cup 2026/27 | post_0_to_105m  F=5s,51,49.03846153846154,18007,62.708458342604196
World Cup 2026/27 | post_0_to_105m  F=5s,52,50.0,17658,63.66907355414028
World Cup 2026/27 | post_0_to_105m  F=5s,53,50.96153846153846,17587,64.62582628521318
World Cup 2026/27 | post_0_to_105m  F=5s,54,51.92307692307692,17487,65.57713890295763
World Cup 2026/27 | post_0_to_105m  F=5s,55,52.88461538461539,17391,66.52322901190678
World Cup 2026/27 | post_0_to_105m  F=5s,56,53.84615384615385,17250,67.46164856106283
World Cup 2026/27 | post_0_to_105m  F=5s,57,54.80769230769231,17203,68.3975112569545
World Cup 2026/27 | post_0_to_105m  F=5s,58,55.76923076923077,17201,69.33326515057962
World Cup 2026/27 | post_0_to_105m  F=5s,59,56.73076923076923,17093,70.26314372181001
