combo,phase,freshness,fresh_pct_of_clock
World Cup 2026/27,post_105_to_135m,256,72.14351851851852
World Cup 2026/27,post_105_to_135m,257,72.20441595441595
World Cup 2026/27,post_105_to_135m,258,72.26513532763532
World Cup 2026/27,post_105_to_135m,259,72.3258547008547
World Cup 2026/27,post_105_to_135m,260,72.38621794871794
World Cup 2026/27,post_105_to_135m,261,72.44640313390313
World Cup 2026/27,post_105_to_135m,262,72.50658831908832
World Cup 2026/27,post_105_to_135m,263,72.5667735042735
World Cup 2026/27,post_105_to_135m,264,72.62695868945869
World Cup 2026/27,post_105_to_135m,265,72.68660968660969
World Cup 2026/27,post_105_to_135m,266,72.74626068376068
World Cup 2026/27,post_105_to_135m,267,72.80591168091168
World Cup 2026/27,post_105_to_135m,268,72.86538461538461
World Cup 2026/27,post_105_to_135m,269,72.92485754985755
World Cup 2026/27,post_105_to_135m,270,72.98415242165242
World Cup 2026/27,post_105_to_135m,271,73.04344729344729
World Cup 2026/27,post_105_to_135m,272,73.1025641025641
World Cup 2026/27,post_105_to_135m,273,73.16132478632478
World Cup 2026/27,post_105_to_135m,274,73.22026353276354
World Cup 2026/27,post_105_to_135m,275,73.27920227920228
World Cup 2026/27,post_105_to_135m,276,73.33814102564102
World Cup 2026/27,post_105_to_135m,277,73.39707977207978
World Cup 2026/27,post_105_to_135m,278,73.45601851851852
World Cup 2026/27,post_105_to_135m,279,73.51495726495726
World Cup 2026/27,post_105_to_135m,280,73.57371794871794
World Cup 2026/27,post_105_to_135m,281,73.63247863247864
World Cup 2026/27,post_105_to_135m,282,73.69088319088318
World Cup 2026/27,post_105_to_135m,283,73.74928774928775
World Cup 2026/27,post_105_to_135m,284,73.8076923076923
World Cup 2026/27,post_105_to_135m,285,73.86609686609687
World Cup 2026/27,post_105_to_135m,286,73.92450142450143
World Cup 2026/27,post_105_to_135m,287,73.98308404558405
World Cup 2026/27,post_105_to_135m,288,74.0414886039886
World Cup 2026/27,post_105_to_135m,289,74.09989316239316
World Cup 2026/27,post_105_to_135m,290,74.15829772079772
World Cup 2026/27,post_105_to_135m,291,74.21652421652422
World Cup 2026/27,post_105_to_135m,292,74.27475071225071
World Cup 2026/27,post_105_to_135m,293,74.33297720797721
World Cup 2026/27,post_105_to_135m,294,74.39120370370371
World Cup 2026/27,post_105_to_135m,295,74.4494301994302
World Cup 2026/27,post_105_to_135m,296,74.5076566951567
World Cup 2026/27,post_105_to_135m,297,74.56570512820512
World Cup 2026/27,post_105_to_135m,298,74.62375356125357
World Cup 2026/27,post_105_to_135m,299,74.68180199430199
World Cup 2026/27,post_105_to_135m,300,74.73985042735043
UEFA Champions League 2025/26,pre_24h_to_1h,1,0.0371009380671216
UEFA Champions League 2025/26,pre_24h_to_1h,2,0.13632432754816
UEFA Champions League 2025/26,pre_24h_to_1h,3,0.2680754713765986
UEFA Champions League 2025/26,pre_24h_to_1h,4,0.4492476718724706
UEFA Champions League 2025/26,pre_24h_to_1h,5,0.6632500915914764
UEFA Champions League 2025/26,pre_24h_to_1h,6,0.9041165043580502
UEFA Champions League 2025/26,pre_24h_to_1h,7,1.1437773176903612
UEFA Champions League 2025/26,pre_24h_to_1h,8,1.393843348754782
UEFA Champions League 2025/26,pre_24h_to_1h,9,1.6394767783656672
UEFA Champions League 2025/26,pre_24h_to_1h,10,1.8925525479470728
UEFA Champions League 2025/26,pre_24h_to_1h,11,2.139566239807785
UEFA Champions League 2025/26,pre_24h_to_1h,12,2.392307593998415
UEFA Champions League 2025/26,pre_24h_to_1h,13,2.638848418236502
UEFA Champions League 2025/26,pre_24h_to_1h,14,2.8902457207610186
UEFA Champions League 2025/26,pre_24h_to_1h,15,3.1348013529978105
UEFA Champions League 2025/26,pre_24h_to_1h,16,3.38307389515119
UEFA Champions League 2025/26,pre_24h_to_1h,17,3.624996804948496
UEFA Champions League 2025/26,pre_24h_to_1h,18,3.870127546456049
UEFA Champions League 2025/26,pre_24h_to_1h,19,4.109093968594774
UEFA Champions League 2025/26,pre_24h_to_1h,20,4.350676072898295
UEFA Champions League 2025/26,pre_24h_to_1h,21,4.586671097138086
UEFA Champions League 2025/26,pre_24h_to_1h,22,4.824764205198988
UEFA Champions League 2025/26,pre_24h_to_1h,23,5.057283013402176
UEFA Champions League 2025/26,pre_24h_to_1h,24,5.291467508456236
UEFA Champions League 2025/26,pre_24h_to_1h,25,5.5205718716185705
UEFA Champions League 2025/26,pre_24h_to_1h,26,5.75155066499672
UEFA Champions League 2025/26,pre_24h_to_1h,27,5.977796522079936
UEFA Champions League 2025/26,pre_24h_to_1h,28,6.205607954400225
UEFA Champions League 2025/26,pre_24h_to_1h,29,6.428215712837291
UEFA Champions League 2025/26,pre_24h_to_1h,30,6.652369876202404
UEFA Champions League 2025/26,pre_24h_to_1h,31,6.871714422036483
UEFA Champions League 2025/26,pre_24h_to_1h,32,7.092368938987296
UEFA Champions League 2025/26,pre_24h_to_1h,33,7.308733566785096
UEFA Champions League 2025/26,pre_24h_to_1h,34,7.525796845845155
UEFA Champions League 2025/26,pre_24h_to_1h,35,7.738683127572016
UEFA Champions League 2025/26,pre_24h_to_1h,36,7.952357522003255
UEFA Champions League 2025/26,pre_24h_to_1h,37,8.161989111264473
UEFA Champions League 2025/26,pre_24h_to_1h,38,8.372372602646355
UEFA Champions League 2025/26,pre_24h_to_1h,39,8.579164856137481
UEFA Champions League 2025/26,pre_24h_to_1h,40,8.786468317869284
UEFA Champions League 2025/26,pre_24h_to_1h,41,8.990327514079526
UEFA Champions League 2025/26,pre_24h_to_1h,42,9.19480655028159
UEFA Champions League 2025/26,pre_24h_to_1h,43,9.395653877940513
UEFA Champions League 2025/26,pre_24h_to_1h,44,9.5970294541148
UEFA Champions League 2025/26,pre_24h_to_1h,45,9.79510986717106
UEFA Champions League 2025/26,pre_24h_to_1h,46,9.993652497678262
UEFA Champions League 2025/26,pre_24h_to_1h,47,10.188850974277706
UEFA Champions League 2025/26,pre_24h_to_1h,48,10.38453083863712
UEFA Champions League 2025/26,pre_24h_to_1h,49,10.577045471973008
UEFA Champions League 2025/26,pre_24h_to_1h,50,10.769928601249052
UEFA Champions League 2025/26,pre_24h_to_1h,51,10.959865893038195
UEFA Champions League 2025/26,pre_24h_to_1h,52,11.150126950046436
UEFA Champions League 2025/26,pre_24h_to_1h,53,11.33728880709557
UEFA Champions League 2025/26,pre_24h_to_1h,54,11.524785079535482
UEFA Champions League 2025/26,pre_24h_to_1h,55,11.709548517922109
UEFA Champions League 2025/26,pre_24h_to_1h,56,11.89451430957067
UEFA Champions League 2025/26,pre_24h_to_1h,57,12.076704666479223
UEFA Champions League 2025/26,pre_24h_to_1h,58,12.259161277679796
UEFA Champions League 2025/26,pre_24h_to_1h,59,12.43904693743663
UEFA Champions League 2025/26,pre_24h_to_1h,60,12.619226541931855
UEFA Champions League 2025/26,pre_24h_to_1h,61,12.796530600073272
UEFA Champions League 2025/26,pre_24h_to_1h,62,12.97398376061822
UEFA Champions League 2025/26,pre_24h_to_1h,63,13.14894904105854
UEFA Champions League 2025/26,pre_24h_to_1h,64,13.323988872700628
UEFA Champions League 2025/26,pre_24h_to_1h,65,13.496613245405516
UEFA Champions League 2025/26,pre_24h_to_1h,66,13.669414410960306
UEFA Champions League 2025/26,pre_24h_to_1h,67,13.84000247083983
UEFA Champions League 2025/26,pre_24h_to_1h,68,14.010788623912616
UEFA Champions League 2025/26,pre_24h_to_1h,69,14.179244519421651
UEFA Champions League 2025/26,pre_24h_to_1h,70,14.348000749772089
UEFA Champions League 2025/26,pre_24h_to_1h,71,14.514477843382837
UEFA Champions League 2025/26,pre_24h_to_1h,72,14.681104039397114
UEFA Champions League 2025/26,pre_24h_to_1h,73,14.84550647956445
UEFA Champions League 2025/26,pre_24h_to_1h,74,15.01008358254735
UEFA Champions League 2025/26,pre_24h_to_1h,75,15.172556211606132
UEFA Champions League 2025/26,pre_24h_to_1h,76,15.335003280252876
UEFA Champions League 2025/26,pre_24h_to_1h,77,15.495573788649471
UEFA Champions League 2025/26,pre_24h_to_1h,78,15.656361560548357
UEFA Champions League 2025/26,pre_24h_to_1h,79,15.815198220995322
UEFA Champions League 2025/26,pre_24h_to_1h,80,15.974141383159097
UEFA Champions League 2025/26,pre_24h_to_1h,81,16.13105675263485
UEFA Champions League 2025/26,pre_24h_to_1h,82,16.28799981255698
UEFA Champions League 2025/26,pre_24h_to_1h,83,16.442900169550732
UEFA Champions League 2025/26,pre_24h_to_1h,84,16.59792619857032
UEFA Champions League 2025/26,pre_24h_to_1h,85,16.7511842990909
UEFA Champions League 2025/26,pre_24h_to_1h,86,16.904540381190944
UEFA Champions League 2025/26,pre_24h_to_1h,87,17.0562414266118
UEFA Champions League 2025/26,pre_24h_to_1h,88,17.207999982959727
UEFA Champions League 2025/26,pre_24h_to_1h,89,17.3580822022851
UEFA Champions League 2025/26,pre_24h_to_1h,90,17.508166551644813
UEFA Champions League 2025/26,pre_24h_to_1h,91,17.65668532576745
UEFA Champions League 2025/26,pre_24h_to_1h,92,17.805108248344965
UEFA Champions League 2025/26,pre_24h_to_1h,93,17.95193364517036
UEFA Champions League 2025/26,pre_24h_to_1h,94,18.098816552922838
UEFA Champions League 2025/26,pre_24h_to_1h,95,18.24422121684601
UEFA Champions League 2025/26,pre_24h_to_1h,96,18.38974942276069
UEFA Champions League 2025/26,pre_24h_to_1h,97,18.533865415910505
UEFA Champions League 2025/26,pre_24h_to_1h,98,18.67803891998739
UEFA Champions League 2025/26,pre_24h_to_1h,99,18.82082151164277
UEFA Champions League 2025/26,pre_24h_to_1h,100,18.963587063023457
UEFA Champions League 2025/26,pre_24h_to_1h,101,19.10487863064353
UEFA Champions League 2025/26,pre_24h_to_1h,102,19.24617445833227
UEFA Champions League 2025/26,pre_24h_to_1h,103,19.385951571539334
UEFA Champions League 2025/26,pre_24h_to_1h,104,19.525798975879493
UEFA Champions League 2025/26,pre_24h_to_1h,105,19.6642000869054
UEFA Champions League 2025/26,pre_24h_to_1h,106,19.802530906798214
UEFA Champions League 2025/26,pre_24h_to_1h,107,19.939575185952
UEFA Champions League 2025/26,pre_24h_to_1h,108,20.07666419582684
UEFA Champions League 2025/26,pre_24h_to_1h,109,20.21223662125433
UEFA Champions League 2025/26,pre_24h_to_1h,110,20.347830347025194
UEFA Champions League 2025/26,pre_24h_to_1h,111,20.482133271988346
UEFA Champions League 2025/26,pre_24h_to_1h,112,20.61644471708884
UEFA Champions League 2025/26,pre_24h_to_1h,113,20.749527132377374
UEFA Champions League 2025/26,pre_24h_to_1h,114,20.88258611728821
UEFA Champions League 2025/26,pre_24h_to_1h,115,21.014333001047977
UEFA Champions League 2025/26,pre_24h_to_1h,116,21.14608627491075
UEFA Champions League 2025/26,pre_24h_to_1h,117,21.27651892748511
UEFA Champions League 2025/26,pre_24h_to_1h,118,21.40695158005947
UEFA Champions League 2025/26,pre_24h_to_1h,119,21.536165852993552
UEFA Champions League 2025/26,pre_24h_to_1h,120,21.665277884279494
UEFA Champions League 2025/26,pre_24h_to_1h,121,21.79331424822568
UEFA Champions League 2025/26,pre_24h_to_1h,122,21.92130588145081
UEFA Champions League 2025/26,pre_24h_to_1h,123,22.04816007634043
UEFA Champions League 2025/26,pre_24h_to_1h,124,22.17501640126439
UEFA Champions League 2025/26,pre_24h_to_1h,125,22.30059470558665
UEFA Champions League 2025/26,pre_24h_to_1h,126,22.426102718775827
UEFA Champions League 2025/26,pre_24h_to_1h,127,22.550405132530734
UEFA Champions League 2025/26,pre_24h_to_1h,128,22.674675595770605
UEFA Champions League 2025/26,pre_24h_to_1h,129,22.79772980940453
UEFA Champions League 2025/26,pre_24h_to_1h,130,22.920677521321643
UEFA Champions League 2025/26,pre_24h_to_1h,131,23.04260494679174
UEFA Champions League 2025/26,pre_24h_to_1h,132,23.16448764154078
UEFA Champions League 2025/26,pre_24h_to_1h,133,23.28523076791998
UEFA Champions League 2025/26,pre_24h_to_1h,134,23.40591425333776
UEFA Champions League 2025/26,pre_24h_to_1h,135,23.525662653681977
UEFA Champions League 2025/26,pre_24h_to_1h,136,23.64540040385451
UEFA Champions League 2025/26,pre_24h_to_1h,137,23.764130647786043
UEFA Champions League 2025/26,pre_24h_to_1h,138,23.882899232335625
UEFA Champions League 2025/26,pre_24h_to_1h,139,24.00068161098757
UEFA Champions League 2025/26,pre_24h_to_1h,140,24.118440559261817
UEFA Champions League 2025/26,pre_24h_to_1h,141,24.235145140539665
UEFA Champions League 2025/26,pre_24h_to_1h,142,24.35180286106212
UEFA Champions League 2025/26,pre_24h_to_1h,143,24.467519106407995
UEFA Champions League 2025/26,pre_24h_to_1h,144,24.583182100895467
UEFA Champions League 2025/26,pre_24h_to_1h,145,24.69779711848955
UEFA Champions League 2025/26,pre_24h_to_1h,146,24.812437696495667
UEFA Champions League 2025/26,pre_24h_to_1h,147,24.926138929359546
UEFA Champions League 2025/26,pre_24h_to_1h,148,25.039810341742708
UEFA Champions League 2025/26,pre_24h_to_1h,149,25.152559449258323
UEFA Champions League 2025/26,pre_24h_to_1h,150,25.26532133697995
UEFA Champions League 2025/26,pre_24h_to_1h,151,25.37722482086411
UEFA Champions League 2025/26,pre_24h_to_1h,152,25.489089964130223
UEFA Champions League 2025/26,pre_24h_to_1h,153,25.600128654073902
UEFA Champions League 2025/26,pre_24h_to_1h,154,25.71116521398325
UEFA Champions League 2025/26,pre_24h_to_1h,155,25.821385970741847
UEFA Champions League 2025/26,pre_24h_to_1h,156,25.931513005989657
UEFA Champions League 2025/26,pre_24h_to_1h,157,26.04082423808672
UEFA Champions League 2025/26,pre_24h_to_1h,158,26.150094999531397
UEFA Champions League 2025/26,pre_24h_to_1h,159,26.258492446898245
UEFA Champions League 2025/26,pre_24h_to_1h,160,26.36682599323501
UEFA Champions League 2025/26,pre_24h_to_1h,161,26.474286225493955
UEFA Champions League 2025/26,pre_24h_to_1h,162,26.581763498027588
UEFA Champions League 2025/26,pre_24h_to_1h,163,26.688395146929768
UEFA Champions League 2025/26,pre_24h_to_1h,164,26.79491390401213
UEFA Champions League 2025/26,pre_24h_to_1h,165,26.90072335966056
UEFA Champions League 2025/26,pre_24h_to_1h,166,27.0064454839012
UEFA Champions League 2025/26,pre_24h_to_1h,167,27.111409315918173
UEFA Champions League 2025/26,pre_24h_to_1h,168,27.21630072676772
UEFA Champions League 2025/26,pre_24h_to_1h,169,27.320325213642445
UEFA Champions League 2025/26,pre_24h_to_1h,170,27.42426236910939
UEFA Champions League 2025/26,pre_24h_to_1h,171,27.52747957297072
UEFA Champions League 2025/26,pre_24h_to_1h,172,27.630635005836293
UEFA Champions League 2025/26,pre_24h_to_1h,173,27.732925644761394
UEFA Champions League 2025/26,pre_24h_to_1h,174,27.83525675433888
UEFA Champions League 2025/26,pre_24h_to_1h,175,27.936878562482427
UEFA Champions League 2025/26,pre_24h_to_1h,176,28.03844711976757
UEFA Champions League 2025/26,pre_24h_to_1h,177,28.139289335344085
UEFA Champions League 2025/26,pre_24h_to_1h,178,28.24002717923813
UEFA Champions League 2025/26,pre_24h_to_1h,179,28.340059981766903
UEFA Champions League 2025/26,pre_24h_to_1h,180,28.440065093849316
UEFA Champions League 2025/26,pre_24h_to_1h,181,28.539375814738133
UEFA Champions League 2025/26,pre_24h_to_1h,182,28.638656715146247
UEFA Champions League 2025/26,pre_24h_to_1h,183,28.73720062367405
UEFA Champions League 2025/26,pre_24h_to_1h,184,28.835712581686817
UEFA Champions League 2025/26,pre_24h_to_1h,185,28.933502458059625
UEFA Champions League 2025/26,pre_24h_to_1h,186,29.03126890405473
UEFA Champions League 2025/26,pre_24h_to_1h,187,29.128409119955013
UEFA Champions League 2025/26,pre_24h_to_1h,188,29.22554720582096
UEFA Champions League 2025/26,pre_24h_to_1h,189,29.32219325375525
UEFA Champions League 2025/26,pre_24h_to_1h,190,29.418771140590785
UEFA Champions League 2025/26,pre_24h_to_1h,191,29.514643986061056
UEFA Champions League 2025/26,pre_24h_to_1h,192,29.61045932060425
UEFA Champions League 2025/26,pre_24h_to_1h,193,29.70564842505261
UEFA Champions League 2025/26,pre_24h_to_1h,194,29.80084178956965
UEFA Champions League 2025/26,pre_24h_to_1h,195,29.895464304884594
UEFA Champions League 2025/26,pre_24h_to_1h,196,29.990103860474232
UEFA Champions League 2025/26,pre_24h_to_1h,197,30.08412783614072
UEFA Champions League 2025/26,pre_24h_to_1h,198,30.17809430088013
UEFA Champions League 2025/26,pre_24h_to_1h,199,30.2713748945633
UEFA Champions League 2025/26,pre_24h_to_1h,200,30.364553246598334
UEFA Champions League 2025/26,pre_24h_to_1h,201,30.45709471836686
UEFA Champions League 2025/26,pre_24h_to_1h,202,30.54958293927698
UEFA Champions League 2025/26,pre_24h_to_1h,203,30.641470490504307
UEFA Champions League 2025/26,pre_24h_to_1h,204,30.73335378166296
UEFA Champions League 2025/26,pre_24h_to_1h,205,30.82465131337917
UEFA Champions League 2025/26,pre_24h_to_1h,206,30.915927544752023
UEFA Champions League 2025/26,pre_24h_to_1h,207,31.006675527609502
UEFA Champions League 2025/26,pre_24h_to_1h,208,31.097429900569995
UEFA Champions League 2025/26,pre_24h_to_1h,209,31.187611294294065
UEFA Champions League 2025/26,pre_24h_to_1h,210,31.277803338189813
UEFA Champions League 2025/26,pre_24h_to_1h,211,31.36742453288347
UEFA Champions League 2025/26,pre_24h_to_1h,212,31.45702229719943
UEFA Champions League 2025/26,pre_24h_to_1h,213,31.546042822210293
UEFA Champions League 2025/26,pre_24h_to_1h,214,31.635101687839207
UEFA Champions League 2025/26,pre_24h_to_1h,215,31.72360674454072
UEFA Champions League 2025/26,pre_24h_to_1h,216,31.812041510109143
UEFA Champions League 2025/26,pre_24h_to_1h,217,31.89990329644114
UEFA Champions League 2025/26,pre_24h_to_1h,218,31.987709701880394
UEFA Champions League 2025/26,pre_24h_to_1h,219,32.074994248907295
UEFA Champions League 2025/26,pre_24h_to_1h,220,32.16227666589985
UEFA Champions League 2025/26,pre_24h_to_1h,221,32.249098995475805
UEFA Champions League 2025/26,pre_24h_to_1h,222,32.33582547350663
UEFA Champions League 2025/26,pre_24h_to_1h,223,32.42203648322811
UEFA Champions League 2025/26,pre_24h_to_1h,224,32.508179331850826
UEFA Champions League 2025/26,pre_24h_to_1h,225,32.593887653468975
UEFA Champions League 2025/26,pre_24h_to_1h,226,32.67950012354199
UEFA Champions League 2025/26,pre_24h_to_1h,227,32.76458860516831
UEFA Champions League 2025/26,pre_24h_to_1h,228,32.84965791648561
UEFA Champions League 2025/26,pre_24h_to_1h,229,32.93417980897852
UEFA Champions League 2025/26,pre_24h_to_1h,230,33.01869531136842
UEFA Champions League 2025/26,pre_24h_to_1h,231,33.10263357445322
UEFA Champions League 2025/26,pre_24h_to_1h,232,33.18653988702298
UEFA Champions League 2025/26,pre_24h_to_1h,233,33.269964811832764
UEFA Champions League 2025/26,pre_24h_to_1h,234,33.35334713595583
UEFA Champions League 2025/26,pre_24h_to_1h,235,33.43623316207857
UEFA Champions League 2025/26,pre_24h_to_1h,236,33.519057417205566
UEFA Champions League 2025/26,pre_24h_to_1h,237,33.60144075522497
UEFA Champions League 2025/26,pre_24h_to_1h,238,33.683779362523325
UEFA Champions League 2025/26,pre_24h_to_1h,239,33.76561741175268
UEFA Champions League 2025/26,pre_24h_to_1h,240,33.84743203060433
UEFA Champions League 2025/26,pre_24h_to_1h,241,33.928775911867696
UEFA Champions League 2025/26,pre_24h_to_1h,242,34.01005376206665
UEFA Champions League 2025/26,pre_24h_to_1h,243,34.0908608746773
UEFA Champions League 2025/26,pre_24h_to_1h,244,34.17164029684159
UEFA Champions League 2025/26,pre_24h_to_1h,245,34.25202779268802
UEFA Champions League 2025/26,pre_24h_to_1h,246,34.3323535175387
UEFA Champions League 2025/26,pre_24h_to_1h,247,34.41222341504145
UEFA Champions League 2025/26,pre_24h_to_1h,248,34.49203367158279
UEFA Champions League 2025/26,pre_24h_to_1h,249,34.57137532057017
UEFA Champions League 2025/26,pre_24h_to_1h,250,34.65066371869914
UEFA Champions League 2025/26,pre_24h_to_1h,251,34.7295559304416
UEFA Champions League 2025/26,pre_24h_to_1h,252,34.80844388211538
UEFA Champions League 2025/26,pre_24h_to_1h,253,34.886841925891844
UEFA Champions League 2025/26,pre_24h_to_1h,254,34.96522292939362
UEFA Champions League 2025/26,pre_24h_to_1h,255,35.04318218609684
UEFA Champions League 2025/26,pre_24h_to_1h,256,35.12107541173564
UEFA Champions League 2025/26,pre_24h_to_1h,257,35.198536240404195
UEFA Champions League 2025/26,pre_24h_to_1h,258,35.27599280900408
UEFA Champions League 2025/26,pre_24h_to_1h,259,35.35307023149213
UEFA Champions League 2025/26,pre_24h_to_1h,260,35.43015404408319
UEFA Champions League 2025/26,pre_24h_to_1h,261,35.50683954025339
UEFA Champions League 2025/26,pre_24h_to_1h,262,35.583503736080225
UEFA Champions League 2025/26,pre_24h_to_1h,263,35.65980156600124
UEFA Champions League 2025/26,pre_24h_to_1h,264,35.7361015259566
UEFA Champions League 2025/26,pre_24h_to_1h,265,35.81200529952543
UEFA Champions League 2025/26,pre_24h_to_1h,266,35.88789629288824
UEFA Champions League 2025/26,pre_24h_to_1h,267,35.963423050379575
UEFA Champions League 2025/26,pre_24h_to_1h,268,36.03891359728719
UEFA Champions League 2025/26,pre_24h_to_1h,269,36.11400795780828
UEFA Champions League 2025/26,pre_24h_to_1h,270,36.18911296850105
UEFA Champions League 2025/26,pre_24h_to_1h,271,36.26380688256695
UEFA Champions League 2025/26,pre_24h_to_1h,272,36.33851357683886
UEFA Champions League 2025/26,pre_24h_to_1h,273,36.4128389949646
UEFA Champions League 2025/26,pre_24h_to_1h,274,36.487123942437954
UEFA Champions League 2025/26,pre_24h_to_1h,275,36.56101696359345
UEFA Champions League 2025/26,pre_24h_to_1h,276,36.63490359464595
UEFA Champions League 2025/26,pre_24h_to_1h,277,36.70843663999864
UEFA Champions League 2025/26,pre_24h_to_1h,278,36.78191430445859
UEFA Champions League 2025/26,pre_24h_to_1h,279,36.85496596205131
UEFA Champions League 2025/26,pre_24h_to_1h,280,36.92794945854527
UEFA Champions League 2025/26,pre_24h_to_1h,281,37.00060279971713
UEFA Champions League 2025/26,pre_24h_to_1h,282,37.07323271051129
UEFA Champions League 2025/26,pre_24h_to_1h,283,37.145502645502646
UEFA Champions League 2025/26,pre_24h_to_1h,284,37.21771506956692
UEFA Champions League 2025/26,pre_24h_to_1h,285,37.28957177789706
UEFA Champions League 2025/26,pre_24h_to_1h,286,37.36141783605552
UEFA Champions League 2025/26,pre_24h_to_1h,287,37.43302320033399
UEFA Champions League 2025/26,pre_24h_to_1h,288,37.504605134234765
UEFA Champions League 2025/26,pre_24h_to_1h,289,37.57585691281344
UEFA Champions League 2025/26,pre_24h_to_1h,290,37.64707248080839
UEFA Champions League 2025/26,pre_24h_to_1h,291,37.7179493733439
UEFA Champions League 2025/26,pre_24h_to_1h,292,37.7887964453987
UEFA Champions League 2025/26,pre_24h_to_1h,293,37.8593133621314
UEFA Champions League 2025/26,pre_24h_to_1h,294,37.929770637902685
UEFA Champions League 2025/26,pre_24h_to_1h,295,37.99984024742479
UEFA Champions League 2025/26,pre_24h_to_1h,296,38.06986086615717
UEFA Champions League 2025/26,pre_24h_to_1h,297,38.13956197973911
UEFA Champions League 2025/26,pre_24h_to_1h,298,38.20923966294337
UEFA Champions League 2025/26,pre_24h_to_1h,299,38.27850837955508
UEFA Champions League 2025/26,pre_24h_to_1h,300,38.347708935068034
UEFA Champions League 2025/26,pre_last_hour,1,1.1552518126592202
UEFA Champions League 2025/26,pre_last_hour,2,3.496129727611209
UEFA Champions League 2025/26,pre_last_hour,3,5.528659611992945
UEFA Champions League 2025/26,pre_last_hour,4,7.738634136782285
UEFA Champions League 2025/26,pre_last_hour,5,9.653831079757005
UEFA Champions League 2025/26,pre_last_hour,6,11.61650009798158
UEFA Champions League 2025/26,pre_last_hour,7,13.332647462277093
UEFA Champions League 2025/26,pre_last_hour,8,15.059425827944349
UEFA Champions League 2025/26,pre_last_hour,9,16.603027630805407
UEFA Champions League 2025/26,pre_last_hour,10,18.14530668234372
UEFA Champions League 2025/26,pre_last_hour,11,19.53737997256516
UEFA Champions League 2025/26,pre_last_hour,12,20.93307858122673
UEFA Champions League 2025/26,pre_last_hour,13,22.20943562610229
UEFA Champions League 2025/26,pre_last_hour,14,23.486282578875173
UEFA Champions League 2025/26,pre_last_hour,15,24.657995296884184
UEFA Champions League 2025/26,pre_last_hour,16,25.827013521457967
UEFA Champions League 2025/26,pre_last_hour,17,26.908289241622576
UEFA Champions League 2025/26,pre_last_hour,18,27.986625514403293
UEFA Champions League 2025/26,pre_last_hour,19,28.993484224965705
UEFA Champions League 2025/26,pre_last_hour,20,29.996619635508523
UEFA Champions League 2025/26,pre_last_hour,21,30.932588673329413
UEFA Champions League 2025/26,pre_last_hour,22,31.86556927297668
UEFA Champions League 2025/26,pre_last_hour,23,32.74833431314913
UEFA Champions League 2025/26,pre_last_hour,24,33.62688614540466
UEFA Champions League 2025/26,pre_last_hour,25,34.45610425240055
UEFA Champions League 2025/26,pre_last_hour,26,35.28081520674113
UEFA Champions League 2025/26,pre_last_hour,27,36.062267293748775
UEFA Champions League 2025/26,pre_last_hour,28,36.84019204389575
UEFA Champions League 2025/26,pre_last_hour,29,37.57941407015481
UEFA Champions League 2025/26,pre_last_hour,30,38.31648050166569
UEFA Champions League 2025/26,pre_last_hour,31,39.01675485008818
UEFA Champions League 2025/26,pre_last_hour,32,39.7137958063884
UEFA Champions League 2025/26,pre_last_hour,33,40.37781697040956
UEFA Champions League 2025/26,pre_last_hour,34,41.0389966686263
UEFA Champions League 2025/26,pre_last_hour,35,41.66808739956888
UEFA Champions League 2025/26,pre_last_hour,36,42.29512051734274
UEFA Champions League 2025/26,pre_last_hour,37,42.89770723104056
UEFA Champions League 2025/26,pre_last_hour,38,43.49882422104644
UEFA Champions League 2025/26,pre_last_hour,39,44.075298843817365
UEFA Champions League 2025/26,pre_last_hour,40,44.65084264158338
UEFA Champions League 2025/26,pre_last_hour,41,45.204291593180486
UEFA Champions League 2025/26,pre_last_hour,42,45.75568293160886
UEFA Champions League 2025/26,pre_last_hour,43,46.28439153439153
UEFA Champions League 2025/26,pre_last_hour,44,46.81114050558495
UEFA Champions League 2025/26,pre_last_hour,45,47.32108563590045
UEFA Champions League 2025/26,pre_last_hour,46,47.829805996472665
UEFA Champions League 2025/26,pre_last_hour,47,48.32167352537723
UEFA Champions League 2025/26,pre_last_hour,48,48.813932980599645
UEFA Champions League 2025/26,pre_last_hour,49,49.29105428179502
UEFA Champions League 2025/26,pre_last_hour,50,49.7664609053498
UEFA Champions League 2025/26,pre_last_hour,51,50.22604350382128
UEFA Champions League 2025/26,pre_last_hour,52,50.68454830491868
UEFA Champions League 2025/26,pre_last_hour,53,51.12860082304527
UEFA Champions League 2025/26,pre_last_hour,54,51.57157554379776
UEFA Champions League 2025/26,pre_last_hour,55,52.001077797374094
UEFA Champions League 2025/26,pre_last_hour,56,52.43009014305311
UEFA Champions League 2025/26,pre_last_hour,57,52.84656084656085
UEFA Champions League 2025/26,pre_last_hour,58,53.261757789535565
UEFA Champions League 2025/26,pre_last_hour,59,53.664707035077406
UEFA Champions League 2025/26,pre_last_hour,60,54.0671173819322
UEFA Champions League 2025/26,pre_last_hour,61,54.45801489320008
UEFA Champions League 2025/26,pre_last_hour,62,54.84856946893984
UEFA Champions League 2025/26,pre_last_hour,63,55.22859102488732
UEFA Champions League 2025/26,pre_last_hour,64,55.60601606897903
UEFA Champions League 2025/26,pre_last_hour,65,55.97290809327846
UEFA Champions League 2025/26,pre_last_hour,66,56.33980011757789
UEFA Champions League 2025/26,pre_last_hour,67,56.69630609445424
