cell,direction,freshness,n,pos_pct,open_pct_of_clock,open_pct_of_fresh,mean_net_c,time_mean_net_c,both_fresh_pct,k_only_pct_of_clock,pm_only_pct_of_clock
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,53,264517,73.53251397830763,32.38655132835027,76.51277208006037,1.0147780656153942,1.1381871350965804,42.32538282802833,13.82002183589485,19.204305590548977
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,54,265266,73.53562084850678,32.71742112482853,76.53642736269666,1.0156373283420204,1.1399752414456727,42.74499594076314,13.762632625066487,19.175974916715653
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,55,266007,73.54016999552644,33.039024663363286,76.55985448147999,1.0157644366952219,1.1417127119784374,43.15229136922258,13.710562414266118,19.143529016544893
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,56,266670,73.539205759928,33.35908849136362,76.58255751628862,1.0167589983387924,1.1433344031398511,43.55776713977773,13.653873071862488,19.112930769015424
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,57,267353,73.54583640355635,33.67148176142885,76.6046625973179,1.0171221226875062,1.14492827439234,43.95319279975365,13.600627082108563,19.078497242518406
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,58,268039,73.5475061464936,33.98269925254052,76.62662466780712,1.0182617360576929,1.1465551952663167,44.34702275972118,13.543209876543209,19.045659416029785
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,59,268706,73.55362366303693,34.2867220962459,76.6492893664691,1.0195304065358144,1.1482493835924592,44.73074661963551,13.4896559446824,19.009434226365443
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,60,269310,73.56689317143812,34.5901850452115,76.67242104688351,1.0212809271575503,1.1499703987087935,45.11321071638532,13.431314912796395,18.974552784076593
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,1,113974,76.9412322108551,1.0101340947901793,77.08395641956847,1.0096379883149122,0.9807204059657778,1.3104336384759663,12.985078805184624,2.426443828560231
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,2,154220,77.3868499546103,2.89034461521234,76.97629858268655,1.036177506059559,1.0181980119204415,3.754878082920411,19.47199126564206,3.6970129615632263
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,3,190228,77.69045566372984,4.54119425547997,77.57893427962009,1.0501256759057511,1.0642653292528494,5.853699504493155,23.959043699784445,4.241090674953108
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,4,215883,77.96352653983871,6.266537890876515,77.9235200946861,1.0648932517473844,1.0931853157568634,8.041824137062234,26.978863973572963,4.675261050922427
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,5,239828,78.18019580699502,7.7397329302091205,78.27782056218715,1.0776494384890491,1.1179300977004976,9.887293188880491,29.420228996948573,4.90957699952409
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,6,258442,78.34755960718459,9.224069874863526,78.54290869997402,1.0839653853308004,1.1392451253554423,11.743652193387643,31.184821253604323,5.116066179558244
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,7,276153,78.48946055266465,10.527196886985246,78.75851900255937,1.0911152728367186,1.1544083183149008,13.36575123876711,32.68141989306011,5.232496290697349
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,8,290710,78.61545870455093,11.829092130679433,78.9363367525934,1.0973254298210144,1.1672827785255,14.984406931496878,33.79166316732454,5.339856107051873
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,9,304801,78.69134287617166,12.9944290473391,79.09180752453653,1.10056883851815,1.1783280120743431,16.42801153383164,34.76610397245318,5.396461465244534
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,10,316524,78.77506918906623,14.154810895551636,79.21863053532708,1.1045353642017102,1.1873277168888208,17.86624114666443,35.48523277623807,5.4531788023851515
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,11,327942,78.87614273255636,15.20360572212424,79.34199184794518,1.108121721669317,1.195497011438045,19.160353853475545,36.13233112174911,5.484784860446236
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,12,337599,78.95313670952817,16.247389490775735,79.44623235681833,1.1121989910811185,1.202086381002209,20.448979591836732,36.604714313709025,5.519218386943256
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,13,347066,79.04145032933218,17.198426695781194,79.54477772339659,1.1156586423771127,1.2077534210858225,21.619243582206547,37.04490355813107,5.531536071218611
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,14,355272,79.10952734806008,18.14602054813695,79.63589766901285,1.1193957037477502,1.2127550324715677,22.78449651465525,37.35743680188125,5.548248929201311
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,15,363239,79.16908701984093,19.016516894823773,79.72304799773725,1.1222041559160028,1.2170691594009702,23.851627893955936,37.6522493771171,5.550376529212508
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,16,370379,79.22479406229834,19.884157778337674,79.80122777687896,1.1257757698681603,1.2213424502954373,24.9156518574508,37.84994820973657,5.555163629237703
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,17,377429,79.26656404250866,20.687102824668962,79.87133495389611,1.1281645148696662,1.2249260563448452,25.899162957364016,38.03824081072759,5.550320539738529
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,18,383545,79.31689892972142,21.487248397301308,79.93497276125193,1.131174480080803,1.228208171426091,26.879622630945384,38.15111559026903,5.547549060776574
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,19,389592,79.36097250456888,22.232552280171326,79.99655503780393,1.1343968305927292,1.2318111811203867,27.790795330477874,38.26329050138574,5.537191008090479
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,20,395068,79.39898954104103,22.975000699868424,80.0537274648011,1.1378843744016311,1.235597807976056,28.698608661571626,38.31536071218611,5.529352481733434
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,21,400564,79.44722940653678,23.67106184037401,80.10417140345292,1.1399659414469758,1.2394455811649994,29.549704655524764,38.36776685983035,5.512667618487723
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,22,405424,79.49110067484905,24.365527280871195,80.15303801361853,1.1424177714500088,1.2430628357772298,30.398449091570782,38.37051034405532,5.49724251840654
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,23,410226,79.53396420509671,25.019904257999496,80.20302564203809,1.1440400793469303,1.2464986135122011,31.19585117997816,38.378208896727415,5.476330449875423
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,24,414731,79.56868427968972,25.6694941351026,80.24883141479108,1.145896969945141,1.2495895371406383,31.987822289409593,38.3469387755102,5.460093502421544
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,25,419053,79.60401190302898,26.282550880434478,80.29164806557164,1.1474931183033796,1.2523384130381379,32.73452590912908,38.32073570168808,5.43912544441645
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,26,423009,79.64062230354438,26.89294812575236,80.3317319552283,1.1511412560680043,1.2547008085988895,33.478458049886626,38.25979115926206,5.420872875899331
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,27,426924,79.67788177755291,27.47092746563646,80.37047987766972,1.1526229563950352,1.2574685016466998,34.181993785168395,38.20522941686963,5.400380728423056
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,28,430569,79.70778202796764,28.047619047619047,80.40752351097179,1.1536923318640875,1.2597743072686907,34.88396181517875,38.12233700064388,5.38151227569217
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,29,434201,79.73933731152162,28.593376445228298,80.4430659889202,1.1563808650818457,1.2616620135982406,35.54746507656561,38.05002659500014,5.36029226505417
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,30,437564,79.76684553573877,29.136754290193444,80.4765214890098,1.1583521865848367,1.2633127261346961,36.20842081688643,37.954312589233226,5.341479801797263
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,31,440848,79.79190106340508,29.652053413958175,80.50927847275746,1.1597591009631862,1.2648851098542762,36.83418717281151,37.868620699308536,5.318636096413875
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,32,443871,79.81260321129336,30.16614876403236,80.54079790001136,1.1619073619942453,1.2664264409107537,37.45866577083508,37.7599451303155,5.296884185773075
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,33,446859,79.83435490837155,30.656952492931328,80.57207729525469,1.1634372794995842,1.268271096855535,38.05380588449371,37.6583522297808,5.273312617227961
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,34,449656,79.85193125411426,31.14705635340556,80.6030354620205,1.1653939909695563,1.2699720787659237,38.64771422972481,37.53705103440553,5.250832843425436
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,35,452381,79.86431790901916,31.612832787435963,80.63134594787576,1.1665304465214745,1.2714949841774643,39.212424064275915,37.42669578119314,5.226673385403544
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,36,455020,79.88681816183905,32.07709750566893,80.657834254657,1.1690609316426852,1.2729188158503835,39.77579015145153,37.30147532263934,5.20366171159822
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,37,457618,79.90419957256925,32.52224181853811,80.68394671941294,1.1706730521295488,1.2742551661889412,40.3153887069231,37.18232972201226,5.179026343047507
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,38,459985,79.92195397676011,32.96629433666471,80.7087439858539,1.171481440056414,1.2755872788554232,40.85411942554799,37.04795498446292,5.155230816606478
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,39,462371,79.94619039688908,33.391982307326224,80.73199208108429,1.172942843357633,1.2768364132596304,41.37051034405532,36.920214999580075,5.130763416477703
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,40,464664,79.96423221941015,33.81593460429439,80.75473388366987,1.174684836005445,1.2781251602872854,41.88471767307746,36.77959743568209,5.108395621623135
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,41,466921,79.97819759659556,34.22300607485793,80.77684478169742,1.1752300434753804,1.2793094717658717,42.3779569440945,36.64623050866437,5.0847120741300635
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,42,469077,79.99518202768415,34.62901374541586,80.79855148479993,1.176900560545584,1.2805850115510615,42.86979647826208,36.50258951317153,5.062344279275496
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,43,471225,80.00997400392593,35.01976428431455,80.819644170051,1.1775263954917903,1.2819239385537542,43.342823549172756,36.36572324403012,5.038744715993394
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,44,473196,80.02244313138742,35.40908709162677,80.83898581856273,1.1789841684918496,1.2832492751789433,43.81467484112987,36.219786680104136,5.016292936927857
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,45,475226,80.03497283397793,35.783068783068785,80.85690645270257,1.1800059032910795,1.2846918086656802,44.268133590884915,36.08152067411327,4.993897147336301
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,46,477071,80.04762393857519,36.15587469555724,80.87517651000198,1.1807827060697902,1.2860809568066416,44.71971669326167,35.934324347022766,4.9732650261750795
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,47,478981,80.06330104951971,36.51493519218387,80.89162810254604,1.1823118925036789,1.287197985969521,45.15531480081744,35.792083088379385,4.952604910276868
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,48,480806,80.0813633773289,36.87357576775566,80.90783837855203,1.1840000395818921,1.28823545277595,45.59038100837042,35.64169536127208,4.932364715433499
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,49,482625,80.09137529137529,37.21824696956972,80.92341610271731,1.1852700237949259,1.2891481636021629,46.008426415833824,35.49886621315193,4.911620615324319
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,50,484244,80.10424496741312,37.56188236611517,80.9381906977193,1.1862625858544218,1.29008890353759,46.4254640127656,35.34875843341451,4.891828336272781
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,51,485854,80.11069168927291,37.89367598891408,80.95277396019104,1.1877755957046656,1.2909984901907665,46.82766439909297,35.20615324319028,4.871588141429411
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,52,487461,80.12148664200828,38.224517790655355,80.96653340433278,1.1884819060462581,1.2918968426871953,47.22905293804765,35.05640939503374,4.852047815010778
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,53,489009,80.12920007607222,38.54500153971053,80.97968488367374,1.1894140935316806,1.292921906061344,47.61767587693514,34.91173259427228,4.832171551748272
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,54,490550,80.13658138823769,38.86475742560398,80.99186282311267,1.1901299844352085,1.2939356727367948,48.00587889476779,34.76190476190476,4.812631225329638
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,55,492049,80.14181514442667,39.17376333249349,81.00346803944916,1.1913059141485345,1.2949136401412042,48.380980375689376,34.618235771674925,4.793230872595952
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,56,493482,80.14861737611504,39.48201338148428,81.01394887690373,1.1917095079757059,1.2958243281799313,48.7556899302931,34.46849192351837,4.774194451443129
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,57,494856,80.15786410592172,39.78088519358361,81.02392550200449,1.192644331584613,1.296735263106287,49.11903362167912,34.32359116486101,4.754094230284706
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,58,496204,80.16722960717769,40.078861174099266,81.032953560729,1.1932686094914315,1.297649123707157,49.48167744464041,34.17395929565241,4.7346378880770414
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,59,497571,80.17187496859745,40.366591080876795,81.04027354854374,1.1932933122642022,1.2984593630074692,49.832647462277095,34.02992637384172,4.71546149323927
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,60,498863,80.1731136604639,40.65348114554464,81.04712865893951,1.1942568675817191,1.2992056268224503,50.182777637804094,33.88040648358109,4.697124940511184
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,1,171411,74.84992211701699,0.7176730774614373,74.9656402608416,0.9515023070133135,0.9359167010002014,2.912768399540886,14.432966602278771,4.4328546233308135
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,2,234390,75.31720636545927,2.154782900814647,74.87815555231286,0.9746265792743494,0.9606196647926053,8.158254248201338,19.369838470367572,6.4740908709162674
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,3,290538,75.61523793789452,3.4787799893619997,75.52435014616773,0.9904271298313218,1.0017038732029635,11.948601662887377,22.86562526245066,7.095574032081968
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,4,331037,75.86946474261185,4.907925310041712,75.91852818970538,1.0060198235030373,1.0271807261527646,15.860810167688474,24.602194787379972,7.559950729262898
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,5,368802,76.07578050010575,6.162061532431903,76.28816314364835,1.018674824577429,1.0500549849383898,18.905853699504494,26.13681027966742,7.678564429887181
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,6,398136,76.2385215102377,7.4478178102516726,76.56291593701572,1.0250720887750897,1.0683473427074366,21.94387055233616,26.91285238375185,7.787379972565158
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,7,425859,76.36776491749616,8.59498614260519,76.77725651810766,1.030924868987528,1.0815167529352752,24.44416449707455,27.662243498222338,7.760644998740236
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,8,448764,76.48273925715966,9.75135074605974,76.94854935036389,1.0366368396776662,1.0922543000691787,26.920354973265027,27.997844405251815,7.748607261834775
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,9,470751,76.56638010328177,10.798899806836316,77.09638059377089,1.0410415442285286,1.100991605256135,29.030486268581505,28.350914028162702,7.676212871980066
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,10,488970,76.6368079841299,11.848800425520002,77.2158572627431,1.045159163140857,1.1083770080627247,31.11774586377761,28.444332465496487,7.622518966434312
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,11,506710,76.72870083479702,12.807256235827664,77.33049808908369,1.0490085311204365,1.115407825127045,32.938159625990316,28.57008482405308,7.536827076509616
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,12,521758,76.79633086603368,13.76699980403684,77.42858334966861,1.0532268355274024,1.1214456251044598,34.74099269337365,28.51933036589121,7.466840234036
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,13,536416,76.87652866432023,14.648904006046862,77.52033474836466,1.0563964582567096,1.1264742970598616,36.34094790179446,28.51095993953137,7.3763332493491225
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,14,549145,76.92868003896967,15.530892192267853,77.6055786366752,1.0598748316096938,1.1310094296005864,37.928977352257775,28.375969317768263,7.297612048934799
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,15,561506,76.98831357100369,16.34651885445536,77.68171084577776,1.0636200516205805,1.1350057890343088,39.35603706503178,28.280171327790377,7.2031858010694
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,16,572633,77.03240993795328,17.16116570084824,77.75088197038812,1.0667066619771315,1.139142099442492,40.77318664091151,28.090199042579993,7.1188096637832095
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,17,583422,77.06634305871222,17.919935052210185,77.81198983282015,1.0688535581434677,1.1428299081109896,42.058453010833965,27.93869152599311,7.026399036981047
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,18,592894,77.1099049745823,18.677094706195234,77.86832293497031,1.0714000138331459,1.146293908408423,43.3363287701912,27.712634024803336,6.940987094426248
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,19,602171,77.14984614004992,19.387335180985975,77.92245054565463,1.0740189491133503,1.1498206972164517,44.499370118417744,27.527280871196215,6.852495730802609
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,20,610665,77.18208837906217,20.0965538478766,77.97516504858588,1.076835063922899,1.1534991214356314,45.656084656084666,27.28423056465385,6.77007922510568
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,21,619052,77.2309919037496,20.76350046191316,78.02079662541354,1.0788596324704467,1.157040931338294,46.71912880378489,27.0774614372498,6.680496066739455
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,22,626613,77.26331882677187,21.429145320679712,78.06534285315094,1.0817849768040242,1.160335466799509,47.776070098821414,26.823633156966494,6.5966798241930515
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,23,633961,77.30349343256131,22.05811707399009,78.10750837763987,1.0840792526846688,1.1634916705643519,48.75333837238599,26.602110803169005,6.509924134262759
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,24,640887,77.33141723892044,22.6838134430727,78.14698457628793,1.086289608196623,1.1665071929163702,49.72366395117719,26.34332745443857,6.42994317068391
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,25,647576,77.35941418458992,23.27706391198455,78.18412875726558,1.087979692967767,1.169279802136227,50.624898519078414,26.112314884801663,6.348478486044623
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,26,653790,77.38601079857446,23.86814478877971,78.2192024631057,1.0910112785394914,1.1719097779001943,51.51969429747207,25.85045211500238,6.273424596175919
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,27,659855,77.41579589455259,24.431202933848436,78.25417562976307,1.0929697138108276,1.1747383481153868,52.353993449231545,25.616724055877494,6.19702695893172
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,28,665388,77.4417332443627,24.992735365751237,78.28752573183645,1.0945834433091512,1.1773780292743001,53.18389742728367,25.35712885977436,6.125080484868844
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,29,670944,77.4681642581199,25.5265250132975,78.31991902023763,1.0970534255820477,1.1797182358888398,53.960051510316056,25.124464600655077,6.0510624002687505
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,30,675985,77.49032892741702,26.05856498978192,78.35056405810398,1.0986704223762949,1.1819424826039917,54.73228633016993,24.86974048878811,5.980963578847177
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,31,681002,77.51445663889386,26.565549676660787,78.3802077891399,1.1004258786630101,1.183982457029844,55.45729402872261,24.637776098093564,5.908037288989671
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,32,685615,77.53418463715059,27.07095266089975,78.408885894166,1.1027668622209506,1.1860691597796331,56.17911032725848,24.385907449399514,5.83830239914896
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,33,690228,77.55451821716882,27.555219618711682,78.43756014004487,1.1041101028776745,1.188256095045526,56.857954704515556,24.15559474818734,5.767867640883514
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,34,694454,77.57144461692207,28.03853475546597,78.46631923824805,1.106152149989682,1.1903177753041356,57.532403908065284,23.909409031102154,5.70194003527337
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,35,698647,77.582813638361,28.501623694745387,78.49445951077162,1.1071313545239179,1.1922486209792618,58.16749251140786,23.684191372022056,5.6363763612440865
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,36,702622,77.59933506209597,28.963172923490383,78.52156757234697,1.1092356555162115,1.1941284826952614,58.79899778841577,23.446823997088543,5.574340024075474
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,37,706539,77.61694683520655,29.406161641611376,78.5479269719845,1.1107528056784228,1.1959867241926907,59.39744128103917,23.225861538030852,5.511939755325999
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,38,710149,77.6318772539284,29.847946586041825,78.57365258561256,1.1120846203199455,1.1978399388895717,59.99221746311694,22.992189468379944,5.453206797122141
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,39,713771,77.65487810516258,30.273088659332046,78.59799410252478,1.113233969823982,1.1995685515415546,60.556871308194054,22.774138461969155,5.393941938915484
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,40,717246,77.67070154451889,30.697040956300217,78.62299746104267,1.1140441742155118,1.2012705486276931,61.11917359536407,22.54460961339268,5.337000643878951
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,41,720573,77.68373225197169,31.10541418213376,78.64763607587321,1.1149669805616005,1.2028169771752903,61.651689482377314,22.331877607009883,5.280675233056185
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,42,723772,77.69767274777139,31.51209372637944,78.67151891457628,1.115838722609939,1.2044365652637303,62.182021779905384,22.110467232160353,5.226505416981608
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,43,727006,77.70884972063504,31.903488144228884,78.69397464735728,1.1166002951652394,1.2060339766038894,62.6862069930853,21.9039780521262,5.1722236219590725
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,44,729932,77.71682841689363,32.293300859438425,78.71515842160123,1.1177397341529829,1.2076077046939142,63.1880686430951,21.689678340471993,5.120209400632681
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,45,732954,77.72875241829637,32.66915819825873,78.73467230123033,1.1189371456134394,1.209191962324266,63.666638671929675,21.489236023627555,5.068363147728228
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,46,735721,77.73598959388137,33.04407771338988,78.75474799988524,1.1196269213995926,1.2107219585217377,64.14207329022143,21.28199098569469,5.019596315892612
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,47,738563,77.74963002479139,33.406189636348365,78.77332895007842,1.1211455740555407,1.2121120992611796,64.59539206629154,21.086251784664483,4.971333389322808
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,48,741280,77.76670084178718,33.76736373561771,78.7915704665194,1.1226844650689396,1.2134958685943,65.04691917919432,20.884157778337674,4.92475014697237
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,49,743935,77.77964472702588,34.11703199798438,78.80958639815543,1.1242795067121631,1.2148219391333859,65.4785140393606,20.693149687858682,4.878810783572688
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,50,746373,77.79046133769576,34.46563646034546,78.8268305761643,1.1251881048684285,1.2161478253301317,65.90837322583354,20.49612272892696,4.834663083340332
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,51,748791,77.79634103508188,34.80328098317516,78.84428417499107,1.1262105943796816,1.2174599856787043,66.32084768063605,20.309761764788224,4.790319419949049
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,52,751192,77.80514169479973,35.13993169284175,78.86118615316957,1.1269121309044867,1.2187489860071,66.73158646174518,20.11726995324879,4.747739424988103
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,53,753526,77.81350610330632,35.4657764340304,78.8771180504752,1.128110040059959,1.2200885619428044,67.12474454802496,19.935696089135245,4.70541138266006
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,54,755816,77.8198662108238,35.79108927521626,78.89276206908042,1.1288889298515326,1.2213998992337154,67.51717477114302,19.749475098681447,4.663811203493744
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,55,758056,77.82525301560834,36.10639399792839,78.90805506619586,1.1297072172278277,1.222670811596631,67.89398393102095,19.572800313541055,4.622183029590437
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,56,760152,77.82996032372473,36.42055093642395,78.92249300923821,1.130334871843885,1.2238546187745578,68.26953332773438,19.391310433638477,4.581814618851657
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,57,762209,77.83862431432848,36.726183477506225,78.93641594846584,1.1310780300645993,1.225026802652796,68.63119733490103,19.2183029590437,4.541530192323844
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,58,764243,77.84552818933246,37.03078021331989,78.94983749282662,1.1318893526996703,1.2262186431991766,68.99171355785113,19.04134822653341,4.502337560538619
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,59,766277,77.85109040203477,37.32665658856135,78.9627176982262,1.1323608617970053,1.227388821969381,69.3389882702052,18.871896083536296,4.463256907701352
UEFA Champions League 2025/26 | post_0_to_105m  F=60s,pooled,60,768173,77.85707125868782,37.62183309537807,78.9756242613791,1.1336140820169662,1.2285400055460873,69.68469527728787,18.69793678788388,4.425771954872484
World Cup 2026/27 | post_0_to_105m  F=5s,K YES + PM NO,1,482089,70.58447714011314,8.441035816035816,70.1753569736753,0.4969197081657074,0.4896842430331909,12.028490028490028,23.004120879120883,16.928825803825802
World Cup 2026/27 | post_0_to_105m  F=5s,K YES + PM NO,2,618553,71.33649016333281,19.475376475376475,70.71933435062608,0.5115235579598946,0.49825734931521104,27.53917378917379,21.61111111111111,22.026607651607648
