cell,direction,freshness,n,pos_pct,open_pct_of_clock,open_pct_of_fresh,mean_net_c,time_mean_net_c,both_fresh_pct,k_only_pct_of_clock,pm_only_pct_of_clock
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,31,383171,69.42774896847621,23.70094114341902,72.54991517370638,0.8987565610982418,0.9538561346792745,32.64754725226701,13.705561018245385,23.92935961667525
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,32,386520,69.44867018524268,24.27845671208503,72.60694570016416,0.8998557171259828,0.9551068140867317,33.416990526135066,13.625649669897456,23.92575424138846
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,33,389647,69.47236857976579,24.834823867272245,72.66227853465494,0.9010430512678544,0.9564760896206889,34.15685723650326,13.555586770926004,23.906041734950286
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,34,392735,69.47585522044126,25.38796023161805,72.71686889986718,0.9012038567949546,0.9578019020841213,34.89155780306223,13.472772393126377,23.887968035460656
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,35,395724,69.494395083442,25.921228012673442,72.76658203223411,0.9021831583011269,0.9589195282454578,35.60036521983425,13.39843298840349,23.853974497042344
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,36,398528,69.50954512606391,26.45099967223861,72.81455412878408,0.9034588081696395,0.9600012383198328,36.3042250003902,13.313012127171419,23.820714519829565
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,37,401279,69.53590893119251,26.96383699333552,72.85934553110229,0.90427293339612,0.9609487719286426,36.98567214496418,13.23494248567995,23.775514663420267
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,38,403867,69.5424483802836,27.4742707309079,72.90450248370907,0.9054273539122247,0.961960078214489,37.66276474536062,13.1461815798099,23.731610244884582
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,39,406375,69.54980006151953,27.96862855269935,72.94839285634323,0.9068560562487,0.9629202749999267,38.317616394312566,13.065193301181504,23.676296608450002
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,40,408728,69.55701591278307,28.459896052816408,72.99153140776536,0.9073469127350383,0.9639621583475072,38.967926206864256,12.974543865399323,23.62394843220802
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,41,411089,69.56644424929881,28.934104352983407,73.03240339492652,0.9076432633908436,0.9649269982913687,39.59541758361818,12.893524371400478,23.561939098812253
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,42,413286,69.57820976273089,29.40537840832826,73.07202126033908,0.908327678181854,0.9658359517866975,40.21897582369559,12.802999797100092,23.503301025424918
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,43,415508,69.59071786824802,29.862106101044155,73.11135821716802,0.9087315816774945,0.9667060864831566,40.822166034555416,12.720731688283312,23.435126656365593
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,44,417600,69.59961685823755,30.317304240608074,73.14982673395961,0.9092400052035816,0.9675962844352483,41.423077523372505,12.629270652869472,23.368825209533174
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,45,419652,69.60743663797622,30.75873640180425,73.18754572497056,0.9096629189570367,0.9683956705409408,42.00507249769786,12.545348129418928,23.29507889684881
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,46,421586,69.61592652507436,31.197421610400962,73.2234203581513,0.9099457011544805,0.9691622743482327,42.5837586427557,12.454074386227779,23.22359569852195
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,47,423518,69.62443154718335,31.622325232944704,73.25829874843528,0.9100463698480419,0.9699026593522106,43.14365313480358,12.370432801111269,23.145947464531535
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,48,425345,69.63100541913035,32.044872095019585,73.29238820409023,0.9102452006503284,0.9706293194121348,43.700254405269156,12.280064303663126,23.06981317600787
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,49,427165,69.64100523217024,32.455073278082125,73.32536876391316,0.9108623572221601,0.9712561636082192,44.24023349097096,12.197171887437372,22.987342167283174
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,50,428922,69.65019280894894,32.86279283919402,73.35758666990911,0.9119516988957291,0.9719494324929128,44.776825708979096,12.10869191990136,22.905854442727602
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,51,430670,69.65936796154828,33.25905635935135,73.38850768207122,0.9129022944970414,0.972707134077915,45.29809118009708,12.026564280251595,22.819731235660438
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,52,432340,69.66623490771153,33.652588534594436,73.41894174680255,0.9132417655594304,0.9735622091627415,45.81545472990901,11.93930171216307,22.73602721980303
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,53,433944,69.67857603746106,34.035023645643115,73.44911663669522,0.9147447668541101,0.9742942260353518,46.317491532830765,11.858313433534676,22.647781367545377
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,54,435475,69.67954532407141,34.41563265752056,73.4799125589827,0.9151082789471793,0.9750955439165757,46.816297544911116,11.771534703688097,22.561970314182705
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,55,437014,69.6927329559236,34.78531628974107,73.50937481756483,0.9157205756412362,0.9759131029377253,47.30069766352952,11.691030263301652,22.472335377940095
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,56,438450,69.70053597901699,35.15381373788453,73.53897630391174,0.9161473086331469,0.9767432667273817,47.78303756769834,11.605437717532112,22.384464110127826
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,57,439850,69.70990110264863,35.511479452482405,73.56831156603008,0.9169965634158915,0.9775333924214569,48.25050334784848,11.52680619937257,22.293440089900265
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,58,441220,69.71533475363763,35.8676780446692,73.59838742374995,0.9178743426623232,0.9783745133137387,48.71514413697305,11.443507983330992,22.204975730049476
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,59,442551,69.72281160815363,36.21455884877714,73.62708183533422,0.9184014801103567,0.9791920163144313,49.16767336236363,11.365641241747436,22.11279674111533
Premier League 2025/26 | post_0_to_105m  F=60s,K YES + PM NO,60,443863,69.72737083289213,36.558567838803825,73.65567475764333,0.9187733538763321,0.9800328436407358,49.61591047431755,11.284122301821416,22.024254342838415
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,1,152538,77.54067838833602,0.7117260539089447,77.26494857588234,1.0885725589155604,1.0739834938266188,0.9211499742473193,12.386368247725178,2.7439091008412544
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,2,217455,78.02349911475937,2.2687643395608,77.66101242153066,1.110044857191434,1.1087089240317782,2.9212280126734407,20.063039440620557,4.383949056515428
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,3,275182,78.23331467901244,3.9063382809695493,78.36772395653944,1.1225538277004572,1.140381022867095,4.984251845608778,25.59209314666542,5.126032058185451
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,4,319989,78.41894565125676,5.706278971765697,78.75608269230355,1.1295706644474865,1.1614074081475645,7.2446504658894035,29.515131650824863,5.634951850291083
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,5,361254,78.62390451039988,7.383886625774531,79.11981871242338,1.1368585883432114,1.1763936150241237,9.331304334254186,32.60269076493265,5.857049211031512
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,6,395375,78.77205184950996,9.095394172090337,79.3759177079843,1.1388110694353728,1.187286271915242,11.456930592623808,34.886735028327955,6.004541836400243
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,7,426887,78.86443016535992,10.669085857876418,79.59393735452643,1.1419811842032221,1.1933020395806808,13.402288086653869,36.758408640414544,6.036459552683742
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,8,453502,78.9537863118575,12.236472038831922,79.75712826606225,1.1453700646992553,1.1985133878177063,15.339872953442276,38.15869894335971,6.041032604454434
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,9,478753,79.03804258145641,13.677638869379283,79.8965030578642,1.1484196602847931,1.2017381888146803,17.1167767008475,39.32451499118166,5.99294532627866
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,10,500657,79.09566829186448,15.106678528507437,80.00707573683549,1.1486978830460832,1.2047637317449669,18.879009224141967,40.17847388053878,5.938474504846187
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,11,521691,79.17809584600846,16.421844516239798,80.10238107564079,1.1504156830034808,1.206563715457011,20.498088058560036,40.900610260492265,5.856143965288509
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,12,540126,79.25650681507648,17.72603830125954,80.17984118288254,1.1517910817305406,1.2079703974889215,22.10460270637262,41.403271370822985,5.776217009255357
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,13,558193,79.31521892965337,18.928782132321956,80.25099901339362,1.1534063996904584,1.2090764401020082,23.583618173588672,41.8353077055142,5.678949914938116
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,14,574032,79.37310115115534,20.124049882161977,80.31338820159945,1.154732734450536,1.2102419507172264,25.053487537263344,42.10586692887577,5.587426448783381
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,15,589627,79.42428009572153,21.230072887889996,80.37286649389448,1.155865075991494,1.2112653653101764,26.411137644175987,42.33720403926893,5.484961995286479
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,16,603330,79.47955513566373,22.32979038878744,80.42873076265775,1.156830180717032,1.2126224988078242,27.760281562641445,42.44695728176554,5.388022662358946
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,17,616791,79.52418242159824,23.3555586770926,80.48538190666386,1.157450987230006,1.2137423061069927,29.015357962260612,42.53777840208519,5.282015264316149
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,18,628770,79.56836363058034,24.371400477595166,80.53493973418054,1.1585683448637876,1.214919490354686,30.259087574721793,42.53857439403161,5.181735886750636
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,19,640691,79.60264776623988,25.320878400524418,80.57871620128213,1.1594084143734769,1.2158302151337246,31.42129824725695,42.528023598820056,5.079052925660595
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,20,651477,79.62982576514597,26.259945997409122,80.618546327486,1.1603451298895122,1.2167458313016173,32.570882302445725,42.44903310390036,4.981692185232008
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,21,662116,79.66730905158613,27.14396528850806,80.65559005980737,1.1611623646514253,1.2177313886323788,33.65233881163085,42.36328448127858,4.883207691467279
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,22,671606,79.69002659297267,28.016091523466155,80.69071419291934,1.1619908277119126,1.2187935619164108,34.71881194300074,42.22389224454121,4.790903841051334
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,23,680955,79.7143717279409,28.83892868848621,80.722789453703,1.161898542752946,1.2196606882422512,35.72461800190414,42.084562438544744,4.698584382950165
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,24,689622,79.74426569918013,29.65302554978071,80.75189107605915,1.1630223860758913,1.2206237450873656,36.72016981161524,41.900657083547934,4.610791153564015
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,25,698254,79.76910980817868,30.4212670318865,80.78055949394474,1.163487362266986,1.2215214415917217,37.6585662780353,41.72414977134741,4.523934385291318
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,26,706167,79.7911825389745,31.183203009161712,80.80747657805885,1.1641010483099572,1.2223810470351733,38.58964274008521,41.50920073043967,4.441775530271105
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,27,713964,79.81130701267851,31.903763012907557,80.83275565691201,1.1646173378495919,1.2230279525053218,39.46993179441557,41.302679839553,4.359554244509997
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,28,721157,79.82519756446932,32.62029623386555,80.85702414241877,1.1648027699144547,1.2237760662677521,40.34532003558552,41.06330477126938,4.281328526166284
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,29,728376,79.84118092853141,33.29779463407782,80.879336261295,1.165480718787906,1.2243036536776553,41.17287072154329,40.836447066535555,4.204101699676921
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,30,734836,79.85809078488262,33.97018932122177,80.89935083640445,1.165884963378898,1.2248148116330346,41.99480264082034,40.58177646673222,4.131510355699146
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,31,741334,79.87884003701436,34.60648343244213,80.91964828905317,1.1665084140810398,1.2252522041214313,42.77145666526198,40.342401398448594,4.059558926815564
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,32,747425,79.89537411780447,35.23809523809524,80.9396679083864,1.1668187790879598,1.2256834786741326,43.54200808478095,40.08140968612945,3.9914782038675845
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,33,753321,79.90883036580688,35.837882973576185,80.95866193925444,1.1668023448542395,1.2260794632493268,44.27336860670194,39.83341917560207,3.924302726662609
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,34,758861,79.92609977321275,36.431053050522074,80.97553326600908,1.166987960125879,1.22646091533499,44.99751837804936,39.56743300401117,3.861232070671599
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,35,764237,79.94012328636273,36.99764323953114,80.9916581676669,1.1671048303761593,1.2267126653918667,45.6888764027407,39.31277801189306,3.798098983939692
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,36,769377,79.94858177460465,37.558130823617546,81.00540285796038,1.1675540697248115,1.226959989589946,46.37383527649014,39.04498134881616,3.7377128498072447
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,37,774557,79.96235267385099,38.093755365141796,81.01798909693359,1.1678271415968005,1.227121382629091,47.028562063960294,38.78722042733842,3.678840661141546
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,38,779319,79.97662061363832,38.62552480841566,81.03087146358274,1.168059472788971,1.227345941273928,47.67824756910302,38.51639587332802,3.6224032713708225
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,39,784058,79.98847024072198,39.13439777746562,81.04335178376631,1.1682466609635656,1.227552633919811,48.29983924084219,38.2565123066598,3.566777481231759
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,40,788464,79.99972097648086,39.63991509419238,81.05519850436366,1.1683251437095026,1.2277648172941689,48.91746656053441,37.98453278394281,3.513664528413791
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,41,792813,80.00865273399907,40.12314463641897,81.06620029522422,1.1686357952404,1.227935090742609,49.50784286182516,37.72527352468355,3.4610978445786706
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,42,796958,80.01927328667257,40.603736479842674,81.07678029266553,1.1695231305462959,1.2280949200275606,50.0950508030154,37.45444897067316,3.4110596057498714
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,43,801066,80.03035954590509,41.06419440932715,81.08826798149072,1.1696691645083626,1.2283661612339913,50.65670896349362,37.19582962650809,3.3622699817390087
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,44,805006,80.04238477725632,41.522560908991586,81.0984600574251,1.169794221385797,1.2286010104253025,51.21647859405972,36.9259103182407,3.314916264768772
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,45,808849,80.05907159432725,41.962713239999374,81.10936639741762,1.1702751389993498,1.2288097555536959,51.75316445817921,36.66735340481653,3.268093209096158
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,46,812518,80.06481087188223,42.40032151831562,81.12055937490761,1.1704283309443722,1.229020486815755,52.28641663154938,36.40119554868818,3.2233615832435896
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,47,816254,80.0745846268441,42.82032432769896,81.13077488121107,1.1711062727202577,1.229223076351382,52.798395529958945,36.14563531082705,3.179254264799987
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,48,819806,80.08065322771485,43.237939161243,81.14087616275988,1.171300975868775,1.2294849622423767,53.30734653743503,35.88355106054221,3.1368481840458244
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,49,823165,80.0902613692273,43.64058622465702,81.15003883226898,1.1714508153788465,1.2297156242957292,53.79828627616238,35.63039440620561,3.094988372274508
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,50,826556,80.09330281311853,44.0401741817671,81.15881419516613,1.1714435911565544,1.2299211893313324,54.28557381654728,35.37208721574503,3.054470821432474
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,51,829862,80.09873930846334,44.42585569134242,81.16616684122775,1.1713665352923215,1.230090025148719,54.756488895131966,35.12202088308283,3.0137971937381964
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,52,832991,80.10446691500869,44.80896193285574,81.17329625296382,1.1715549577587032,1.2302430946444152,55.22426682898659,34.86736589096471,2.974934057529928
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,53,836012,80.11727104395631,45.17850509590922,81.18034114661407,1.1719553466614532,1.230436387841828,55.67534453965132,34.62204429461067,2.9365859749340575
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,54,838916,80.12351653800857,45.54651870581074,81.18748278577013,1.1719588432743298,1.2306371731236718,56.124362035866454,34.37191553120756,2.899502114841348
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,55,841860,80.12876250207873,45.90145307549437,81.19446433003534,1.1722059438618928,1.2307962700764836,56.55733483167112,34.130776794493606,2.8632922851211933
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,56,844590,80.13639754200263,46.254967145822604,81.20100468228854,1.17247453656875,1.2309682246642955,56.98873125126813,33.8842534063773,2.8283778932746477
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,57,847372,80.14095344193578,46.59580777574878,81.2072942507725,1.1728206565702168,1.2310703963488194,57.40458241638182,33.64711023708074,2.794321924115434
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,58,849961,80.15038337053112,46.935680729191056,81.21370525296373,1.1733265966294597,1.23123937660668,57.819091320566244,33.405284762216915,2.7613897082923637
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,59,852621,80.1534327679004,47.26383231102995,81.21988022898536,1.173943184150146,1.2314003938092803,58.21935040814097,33.17251174478313,2.7286135693215336
Premier League 2025/26 | post_0_to_105m  F=60s,PM YES + K NO,60,855169,80.16029580118082,47.59028265517941,81.22585859489963,1.1742080013486027,1.2315741634104749,58.61754928126609,32.936585974934054,2.6971328682243136
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,1,223970,73.84203241505558,0.48958967395545566,73.62806309266736,0.9772134259275779,0.9596012033756959,2.2263270434361884,13.972421220208831,5.285043155249645
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,2,320856,74.39599072481113,1.6013563078459834,73.87363062644677,1.0050379440236432,0.9921089548630356,6.8516177365734885,20.409108645096847,8.101855753773156
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,3,408235,74.64352640023516,2.8047946809008755,74.64485686277767,1.0178647092307938,1.0313144134121628,10.946278347458287,24.678107099936007,8.995926394156484
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,4,476319,74.84458944530871,4.163030076009427,75.05377977936573,1.0264981279462793,1.0535499607564436,15.295063289163584,26.96060620249411,9.54743955923897
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,5,539482,75.05755521036846,5.454519205256668,75.44275679246341,1.0359105112851095,1.06998314405993,18.942922695135085,28.74111532518612,9.590719670365688
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,6,591953,75.17539399242845,6.797521499586396,75.71117647467857,1.0377251355844663,1.080954096711359,22.5744096393064,29.6536654648749,9.572614755505612
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,7,640572,75.2532111924967,8.05301150286401,75.92659629729368,1.040806178697382,1.0871606038776103,25.698958967395548,30.399400664887388,9.379422827800408
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,8,681513,75.35322143524775,9.323711195392612,76.0785110310622,1.04513001210173,1.0915815987266004,28.760890262365187,30.67536014733655,9.181095971656445
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,9,720488,75.44747448951266,10.506812754600364,76.21901891996393,1.0487710171184972,1.094331237980249,31.433831218491985,30.907103057545537,8.913986046729411
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,10,754366,75.5216963648945,11.694026938864697,76.32937499395119,1.0500342543356043,1.0963938189886624,34.04891448549266,30.845187370261115,8.667665558521016
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,11,786982,75.60261861135325,12.799995317694433,76.42833345370757,1.0524496447875447,1.0973790127695002,36.35268686301135,30.802125766727535,8.39595136645284
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,12,815416,75.68137000009811,13.907696149584055,76.50866741336772,1.054600596659283,1.0980143013117711,38.61381904449751,30.556211078334968,8.14897535546503
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,13,843203,75.74320774475423,14.93963727739539,76.58410171662608,1.0570355124719302,1.0986410034735463,40.62491610869191,30.35563671551872,7.885704921103152
Premier League 2025/26 | post_0_to_105m  F=60s,pooled,14,867534,75.7980667040139,15.972499258634953,76.64898941574445,1.0585001352809307,1.0993206357015834,42.60632735558989,30.009427041875416,7.647266313932981
