cell,source,horizon,triggers,eligible,followed,follow_pct
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,2,1613722,1612749.0,1059262.0,65.68052437174043
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,3,1613722,1612257.0,1253954.0,77.77630985630702
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,4,1613722,1611765.0,1345212.0,83.46204316386074
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,5,1613722,1611276.0,1415655.0,87.8592494395746
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,6,1613722,1610771.0,1465244.0,90.96538241624663
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,7,1613722,1610284.0,1494795.0,92.8280353030894
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,8,1613722,1609792.0,1518809.0,94.34815181091719
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,9,1613722,1609296.0,1537494.0,95.53829749157396
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,10,1613722,1608815.0,1549614.0,96.32021083841212
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,11,1613722,1608330.0,1559746.0,96.97922689995212
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,12,1613722,1607846.0,1567801.0,97.50940077594495
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,13,1613722,1607357.0,1573433.0,97.88945455178906
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,14,1613722,1606872.0,1578245.0,98.218464196277
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,15,1613722,1606377.0,1582133.0,98.49076524377527
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,16,1613722,1605892.0,1584866.0,98.69069651010155
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,17,1613722,1605404.0,1587225.0,98.86763705584389
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,18,1613722,1604923.0,1589118.0,99.01521755249317
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,19,1613722,1604433.0,1590497.0,99.13140654673644
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,20,1613722,1603939.0,1591626.0,99.23232741394779
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,21,1613722,1603458.0,1592546.0,99.31947079374702
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,22,1613722,1602964.0,1593156.0,99.38813348272326
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,23,1613722,1602471.0,1593625.0,99.44797752970257
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,24,1613722,1601985.0,1593986.0,99.5006819664354
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,25,1613722,1601489.0,1594201.0,99.54492350556264
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,26,1613722,1601004.0,1594356.0,99.58476056274688
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,27,1613722,1600519.0,1594435.0,99.61987330359715
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,28,1613722,1600038.0,1594419.0,99.64882084050504
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,29,1613722,1599545.0,1594372.0,99.67659553185437
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,30,1613722,1599055.0,1594294.0,99.70226164828603
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,31,1613722,1598566.0,1594117.0,99.7216880629264
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,32,1613722,1598084.0,1593929.0,99.74000115137878
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,33,1613722,1597586.0,1593707.0,99.75719616972107
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,34,1613722,1597091.0,1593444.0,99.77164732629512
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,35,1613722,1596600.0,1593142.0,99.78341475635726
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,36,1613722,1596112.0,1592853.0,99.79581633369087
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,37,1613722,1595617.0,1592530.0,99.80653252002203
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,38,1613722,1595137.0,1592200.0,99.8158778838432
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,39,1613722,1594650.0,1591845.0,99.82409933214186
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,40,1613722,1594144.0,1591457.0,99.83144559086256
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,41,1613722,1593644.0,1591073.0,99.83867162302246
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,42,1613722,1593145.0,1590676.0,99.84502352265487
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,43,1613722,1592651.0,1590285.0,99.85144265755649
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,44,1613722,1592152.0,1589876.0,99.8570488244841
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,45,1613722,1591661.0,1589463.0,99.86190526751614
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,46,1613722,1591171.0,1589050.0,99.86670194466842
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,47,1613722,1590670.0,1588618.0,99.87099775566271
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,48,1613722,1590169.0,1588183.0,99.87510761434791
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,49,1613722,1589682.0,1587772.0,99.87985018387326
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,50,1613722,1589182.0,1587333.0,99.88365083420275
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,51,1613722,1588695.0,1586913.0,99.88783246626949
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,52,1613722,1588189.0,1586461.0,99.89119682858905
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,53,1613722,1587696.0,1586022.0,99.89456419868792
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,54,1613722,1587210.0,1585596.0,99.89831213261004
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,55,1613722,1586727.0,1585169.0,99.9018104563671
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,56,1613722,1586231.0,1584721.0,99.90480579436412
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,57,1613722,1585746.0,1584277.0,99.9073622131161
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,58,1613722,1585255.0,1583823.0,99.90966752982959
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,59,1613722,1584760.0,1583375.0,99.91260506322723
World Cup 2026/27 | post_0_to_105m  F=5s,KALSHI,60,1613722,1584262.0,1582919.0,99.91522866798547
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,1,734890,734614.0,641314.0,87.29945250158586
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,2,734890,734269.0,696712.0,94.88511703476519
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,3,734890,734197.0,714558.0,97.3251048424333
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,4,734890,733900.0,722135.0,98.39692056138439
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,5,734890,733555.0,725882.0,98.95399799606028
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,6,734890,733492.0,728104.0,99.26543166114968
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,7,734890,733214.0,729232.0,99.45691162470983
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,8,734890,732857.0,729795.0,99.58218315442167
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,9,734890,732794.0,730369.0,99.66907480137665
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,10,734890,732498.0,730529.0,99.73119380530731
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,11,734890,732153.0,730497.0,99.77381776759776
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,12,734890,732088.0,730683.0,99.8080831812569
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,13,734890,731798.0,730592.0,99.83520042416076
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,14,734890,731453.0,730388.0,99.85439939408273
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,15,734890,731387.0,730457.0,99.8728443354886
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,16,734890,731111.0,730262.0,99.88387536229109
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,17,734890,730790.0,730040.0,99.89737133786724
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,18,734890,730731.0,730040.0,99.90543715813342
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,19,734890,730467.0,729828.0,99.91252171556005
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,20,734890,730123.0,729541.0,99.92028740362925
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,21,734890,730061.0,729514.0,99.9250747540274
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,22,734890,729776.0,729265.0,99.92997851395496
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,23,734890,729445.0,728966.0,99.93433363721734
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,24,734890,729382.0,728938.0,99.9391265482285
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,25,734890,729100.0,728689.0,99.94362913180633
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,26,734890,728764.0,728379.0,99.94717082622084
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,27,734890,728706.0,728341.0,99.94991121247801
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,28,734890,728431.0,728090.0,99.95318705546579
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,29,734890,728077.0,727751.0,99.95522451608826
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,30,734890,728009.0,727702.0,99.95783019165972
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,31,734890,727744.0,727452.0,99.95987600035177
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,32,734890,727393.0,727117.0,99.96205627494354
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,33,734890,727330.0,727064.0,99.96342788005444
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,34,734890,727049.0,726794.0,99.96492671057935
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,35,734890,726704.0,726463.0,99.96683656619476
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,36,734890,726632.0,726404.0,99.9686223562959
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,37,734890,726349.0,726134.0,99.9703999041783
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,38,734890,726002.0,725798.0,99.97190090385426
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,39,734890,725933.0,725738.0,99.97313801686933
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,40,734890,725652.0,725467.0,99.97450568592107
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,41,734890,725308.0,725131.0,99.97559657414506
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,42,734890,725241.0,725071.0,99.9765595160781
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,43,734890,724966.0,724804.0,99.97765412446928
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,44,734890,724600.0,724444.0,99.97847088048579
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,45,734890,724537.0,724386.0,99.97915910436596
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,46,734890,724241.0,724097.0,99.98011711571148
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,47,734890,723904.0,723764.0,99.9806604190611
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,48,734890,723847.0,723710.0,99.98107334837334
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,49,734890,723574.0,723442.0,99.98175722179072
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,50,734890,723225.0,723097.0,99.98230149676795
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,51,734890,723162.0,723039.0,99.98299136293113
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,52,734890,722880.0,722761.0,99.98353806994245
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,53,734890,722536.0,722422.0,99.98422223944551
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,54,734890,722470.0,722358.0,99.98449762619902
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,55,734890,722194.0,722084.0,99.98476863557437
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,56,734890,721846.0,721739.0,99.98517689368647
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,57,734890,721777.0,721671.0,99.98531402358346
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,58,734890,721497.0,721396.0,99.98600132779485
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,59,734890,721150.0,721054.0,99.98668792900229
World Cup 2026/27 | post_0_to_105m  F=5s,POLYMARKET,60,734890,721087.0,720993.0,99.98696412499463
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,1,811900,811620.0,231424.0,28.5138365244819
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,2,811900,811336.0,397924.0,49.045524911997
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,3,811900,811063.0,500002.0,61.64773883163207
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,4,811900,810784.0,558013.0,68.82387910960256
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,5,811900,810502.0,605547.0,74.71258553341016
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,6,811900,810220.0,642788.0,79.33499543333909
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,7,811900,809936.0,668090.0,82.48676438632188
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,8,811900,809660.0,689588.0,85.17007138799002
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,9,811900,809380.0,707511.0,87.41394647755072
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,10,811900,809112.0,720681.0,89.07061074363006
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,11,811900,808835.0,732231.0,90.52909431466244
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,12,811900,808548.0,742158.0,91.78898469849656
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,13,811900,808263.0,749793.0,92.76596850282642
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,14,811900,807986.0,756547.0,93.63367682113304
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,15,811900,807710.0,762411.0,94.39167522997116
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,16,811900,807433.0,766984.0,94.9904202577799
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,17,811900,807153.0,771043.0,95.52625090905937
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,18,811900,806872.0,774667.0,96.00866060539961
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,19,811900,806600.0,777536.0,96.39672700223159
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,20,811900,806314.0,780091.0,96.74779304340493
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,21,811900,806039.0,782441.0,97.07235009720374
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,22,811900,805769.0,784324.0,97.3385672568689
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,23,811900,805498.0,785988.0,97.57789591035608
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,24,811900,805226.0,787465.0,97.79428384080991
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,25,811900,804946.0,788676.0,97.97874640037965
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,26,811900,804668.0,789750.0,98.14606769499967
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,27,811900,804392.0,790695.0,98.2972232443883
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,28,811900,804120.0,791488.0,98.42909018554445
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,29,811900,803845.0,792194.0,98.55059122094434
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,30,811900,803561.0,792803.0,98.66120929213837
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,31,811900,803282.0,793296.0,98.75685002278153
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,32,811900,803007.0,793768.0,98.84944963119874
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,33,811900,802736.0,794154.0,98.93090630045245
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,34,811900,802467.0,794463.0,99.0025758068556
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,35,811900,802192.0,794749.0,99.07216726170293
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,36,811900,801911.0,794970.0,99.13444260023869
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,37,811900,801634.0,795136.0,99.18940563898238
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,38,811900,801349.0,795282.0,99.24290165708075
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,39,811900,801074.0,795407.0,99.29257471844049
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,40,811900,800795.0,795477.0,99.33590993949763
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,41,811900,800520.0,795545.0,99.37852895617849
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,42,811900,800248.0,795569.0,99.41530625506093
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,43,811900,799974.0,795560.0,99.4482320675422
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,44,811900,799695.0,795540.0,99.48042691276049
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,45,811900,799416.0,795504.0,99.51064276922153
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,46,811900,799147.0,795443.0,99.53650579930851
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,47,811900,798867.0,795387.0,99.5643830575052
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,48,811900,798585.0,795309.0,99.58977441349387
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,49,811900,798311.0,795196.0,99.60980119276823
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,50,811900,798043.0,795089.0,99.62984450712555
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,51,811900,797759.0,794967.0,99.6500196174534
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,52,811900,797477.0,794824.0,99.66732582883269
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,53,811900,797198.0,794681.0,99.68426915270736
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,54,811900,796928.0,794546.0,99.70110223257308
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,55,811900,796657.0,794389.0,99.71531035313818
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,56,811900,796386.0,794227.0,99.7289003071375
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,57,811900,796110.0,794058.0,99.74224667445453
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,58,811900,795848.0,793891.0,99.75409877262994
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,59,811900,795577.0,793702.0,99.76432199523113
World Cup 2026/27 | pre_last_hour  F=10s,KALSHI,60,811900,795303.0,793510.0,99.77455133452281
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,1,288778,288636.0,231539.0,80.2183372829446
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,2,288778,288465.0,260388.0,90.26675679891841
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,3,288778,288436.0,271673.0,94.188312138568
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,4,288778,288290.0,277447.0,96.2388567067883
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,5,288778,288115.0,280683.0,97.42047446332194
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,6,288778,288080.0,282805.0,98.16891141349625
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,7,288778,287947.0,284057.0,98.64905694450715
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,8,288778,287779.0,284858.0,98.9849850058552
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,9,288778,287742.0,285493.0,99.21839703623385
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,10,288778,287583.0,285779.0,99.37270283709398
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,11,288778,287404.0,285978.0,99.50383432380899
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,12,288778,287377.0,286245.0,99.60609234559482
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,13,288778,287232.0,286306.0,99.67761252228163
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,14,288778,287039.0,286266.0,99.73069861586752
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,15,288778,286999.0,286349.0,99.77351837462848
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,16,288778,286827.0,286278.0,99.80859542511688
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,17,288778,286626.0,286158.0,99.83672102321492
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,18,288778,286594.0,286191.0,99.85938295986656
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,19,288778,286433.0,286094.0,99.88164771517248
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,20,288778,286245.0,285947.0,99.89589337805027
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,21,288778,286210.0,285949.0,99.90880821774222
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,22,288778,286049.0,285824.0,99.921342147674
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,23,288778,285858.0,285656.0,99.92933554422126
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,24,288778,285827.0,285653.0,99.93912401557586
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,25,288778,285687.0,285541.0,99.94889511948391
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,26,288778,285486.0,285359.0,99.95551445605038
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,27,288778,285445.0,285327.0,99.95866103802834
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,28,288778,285299.0,285197.0,99.96424803451818
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,29,288778,285138.0,285047.0,99.96808562871311
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,30,288778,285108.0,285025.0,99.97088822481305
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,31,288778,284969.0,284898.0,99.97508500924663
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,32,288778,284798.0,284732.0,99.97682567995562
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,33,288778,284774.0,284714.0,99.9789306608047
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,34,288778,284624.0,284569.0,99.9806762606105
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,35,288778,284447.0,284397.0,99.98242203292705
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,36,288778,284416.0,284371.0,99.98417810531053
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,37,288778,284272.0,284229.0,99.98487364214554
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,38,288778,284110.0,284072.0,99.9866248988068
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,39,288778,284075.0,284038.0,99.98697527061516
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,40,288778,283932.0,283899.0,99.98837749883775
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,41,288778,283744.0,283715.0,99.98977951956694
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,42,288778,283714.0,283688.0,99.99083584172794
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,43,288778,283564.0,283539.0,99.99118364813587
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,44,288778,283381.0,283357.0,99.9915308365769
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,45,288778,283351.0,283330.0,99.99258869741064
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,46,288778,283213.0,283195.0,99.99364435954564
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,47,288778,283039.0,283021.0,99.99364045237581
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,48,288778,283009.0,282993.0,99.99434646954691
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,49,288778,282866.0,282850.0,99.99434361146267
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,50,288778,282682.0,282668.0,99.99504743846443
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,51,288778,282658.0,282646.0,99.99575458681517
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,52,288778,282517.0,282506.0,99.99610642899366
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,53,288778,282345.0,282334.0,99.99610405709328
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,54,288778,282313.0,282302.0,99.99610361549061
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,55,288778,282149.0,282139.0,99.99645577336797
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,56,288778,282000.0,281991.0,99.9968085106383
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,57,288778,281962.0,281953.0,99.99680808052149
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,58,288778,281822.0,281814.0,99.997161328782
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,59,288778,281661.0,281655.0,99.9978697796287
World Cup 2026/27 | pre_last_hour  F=10s,POLYMARKET,60,288778,281630.0,281626.0,99.99857969676526
